상품명,년도,수량
후디스다용도미니3P(노랑),2026,8547.0
후디스다용도미니3P(백색),2026,2739.0
후디스더블NBR(L)적,2026,407.0
후디스더블NBR(L)파,2026,3890.0
후디스더블NBR(L)파(오른손1개),2026,30.0
후디스더블NBR(L)파(왼손1개),2026,30.0
후디스더블NBR(M)적,2026,254.0
후디스더블NBR(M)파,2026,2298.0
후디스더블NBR(S)검,2026,145.0
후디스더블NBR(S)적,2026,255.0
후디스더블NBR(S)파,2026,655.0
후디스면장갑1호(단추),2026,3690.0
후디스면장갑1호(무단추),2026,21260.0
후디스면장갑1호(무단추)(여성용),2026,1800.0
후디스면장갑1호(밴드),2026,5300.0
후디스면장갑2P(슈퍼용),2026,350.0
후디스면장갑2호(단추),2026,18270.0
후디스면장갑2호(무단추),2026,24640.0
후디스면장갑2호(밴드),2026,18060.0
후디스면장갑3호(단추),2026,32080.0
후디스면장갑3호(단추)(납품용),2026,75400.0
후디스면장갑3호(무단추),2026,10571.0
후디스면장갑4호,2026,34929.0
후디스면장갑4호(여성용),2026,900.0
후디스면장갑왕특단(무단추),2026,3500.0
후디스미니(L)노(10P),2026,16169.0
"후디스미니(L)노(10P) ""바코드작업""",2026,120.0
후디스미니(L)흰(10P),2026,33971.0
후디스미니(S)노(10P),2026,6274.0
"후디스미니(S)노(10P) ""바코드작업""",2026,120.0
후디스미니(S)흰(10P),2026,18117.0
후디스미니(free)노(10P)(M)(A),2026,11816.0
후디스미니(free)흰(10P)(M)(A),2026,33204.0
후디스반코팅(10P)(J),2026,14177.0
후디스반코팅(10P)(J)영남,2026,4410.0
후디스실장갑2P,2026,900.0
후디스실장갑32g(10P),2026,4010.0
후디스실장갑37g(10P)영남(Y),2026,5310.0
후디스실장갑37g-연두(10P),2026,30550.0
후디스실장갑42g-주황(10P),2026,14899.0
후디스실장갑47g-빨강(10P),2026,10981.0
후디스실장갑52g-녹색(10P),2026,5140.0
후디스실장갑60g(10P),2026,6592.0
후디스에어폼(L)적,2026,45.0
후디스에어폼(L)파,2026,14189.0
후디스에어폼(M)적,2026,734.0
후디스에어폼(M)파,2026,7260.0
후디스에어폼(S)검,2026,610.0
후디스에어폼(S)적,2026,407.0
후디스에어폼(S)파,2026,2580.0
후디스에어폼내피(L)파,2026,14000.0
후디스에어폼내피(S)파,2026,4000.0
후디스엠보싱(노랑)기모,2026,12220.0
후디스엠보싱(노랑)사계(10-8A),2026,42269.0
후디스엠보싱(노랑)여성용(사계),2026,1671.0
후디스엠보싱(노랑)여성용(하계),2026,350.0
후디스엠보싱(노랑)하계,2026,8715.0
후디스엠보싱(백색)하계,2026,300.0
후디스엠보싱(적색)사계(10-8AAA),2026,5530.0
후디스엠보싱(적색)여성용(사계),2026,550.0
후디스엠보싱(적색)여성용(하계),2026,580.0
후디스엠보싱(적색)하계,2026,2640.0
후디스엠보싱(초록)사계(10-8AA),2026,11575.0
후디스엠보싱(초록)하계,2026,5770.0
후디스엠보싱(파랑)기모,2026,1670.0
후디스엠보싱(파랑)사계(10-8AAAA),2026,8681.0
후디스엠보싱(파랑)하계,2026,3859.0
후디스엠보싱장갑2P,2026,4.0
후디스위생200매,2026,4921.0
후디스위생50매,2026,31907.0
후디스장갑(M)핑오른손1개,2026,6258.0
후디스장갑(M)핑왼손1개,2026,3684.0
후디스장갑주름(L)핑오른손1개,2026,4282.0
후디스장갑주름(L)핑왼손1개,2026,1565.0
후디스줄기사10g,2026,104805.0
후디스줄기사13g,2026,8650.0
후디스줄기사13g(A),2026,139390.0
후디스쿨토시(검정),2026,6981.0
후디스쿨토시(남색),2026,458.0
후디스쿨토시(민트),2026,9.0
후디스쿨토시(백색),2026,3697.0
후디스쿨토시(보라),2026,463.0
후디스쿨토시(연핑크),2026,399.0
후디스쿨토시(초록),2026,226.0
후디스쿨토시(카키),2026,0.0
후디스쿨토시(파랑),2026,1083.0
후디스쿨토시(하늘),2026,591.0
후디스쿨토시(회색),2026,1368.0
후디스토시1P,2026,10952.0
후디스표백도트장갑1P,2026,50353.0
후디스하프,2026,7175.0
후디스흰반코팅(13g),2026,14030.0
