매입처명,상품명,현재고,품절예상월,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12,2027-01,2027-02,2027-03,2027-04,2027-05,2027-06
중국(안현무역),오런탑도트(L)회,7781.0,2027-02,6556.0,5416.0,4292.0,3339.0,2214.0,1258.0,560.0,-284.0,-1228.0,-2618.0,-3704.0,-4477.0
중국(안현무역),오런탑도트(M)회,19190.0,2027-01,14133.0,12251.0,9605.0,7784.0,3197.0,45.0,-1933.0,-3856.0,-5901.0,-10513.0,-12819.0,-18281.0
중국(안현무역),오런탑도트(S)회,10930.0,2026-12,8965.0,7610.0,5724.0,3934.0,2240.0,-1.0,-1873.0,-3348.0,-5276.0,-7217.0,-9280.0,-11142.0
중국(안현무역),오런포리PU(L)검1P(U),2520.0,2026-10,1597.0,885.0,36.0,-900.0,-2152.0,-3004.0,-3922.0,-4280.0,-4827.0,-5643.0,-6699.0,-7357.0
중국(안현무역),오런포리PU(L)백 손바닥(10P)(A),0.0,2026-07,-70.0,-163.0,-242.0,-324.0,-379.0,-1062.0,-1154.0,-1225.0,-1317.0,-1350.0,-1426.0,-1536.0
중국(안현무역),오런포리PU(L)회 손끝(10P),-52.0,2026-07,-333.0,-653.0,-947.0,-1376.0,-1648.0,-1937.0,-2117.0,-2288.0,-2445.0,-2670.0,-2883.0,-3105.0
중국(안현무역),오런포리PU(L)회 손바닥(10P)(A),-50.0,2026-07,-802.0,-1475.0,-2176.0,-2870.0,-3378.0,-3872.0,-4434.0,-4810.0,-5199.0,-5712.0,-6357.0,-6676.0
중국(안현무역),오런포리PU(L)회1P(U),1440.0,2026-09,787.0,264.0,-790.0,-1500.0,-2060.0,-2680.0,-3175.0,-3542.0,-3836.0,-4459.0,-5291.0,-5837.0
중국(안현무역),오런포리PU(M)검1P(U),3120.0,2026-10,2344.0,1715.0,723.0,-88.0,-1363.0,-2163.0,-3094.0,-3450.0,-4145.0,-4814.0,-5891.0,-6746.0
중국(안현무역),오런포리PU(M)백 손끝(10P),1.0,2026-07,-102.0,-179.0,-283.0,-477.0,-529.0,-643.0,-801.0,-880.0,-940.0,-1041.0,-1181.0,-1280.0
중국(안현무역),오런포리PU(M)백 손바닥(10P)(A),0.0,2026-07,-39.0,-86.0,-108.0,-166.0,-191.0,-219.0,-247.0,-274.0,-319.0,-320.0,-351.0,-383.0
중국(안현무역),오런포리PU(M)회 손끝(10P),-50.0,2026-07,-508.0,-989.0,-1493.0,-2000.0,-2415.0,-2864.0,-3231.0,-3444.0,-3758.0,-4262.0,-4696.0,-4972.0
중국(안현무역),오런포리PU(M)회 손바닥(10P)(A),-50.0,2026-07,-640.0,-1264.0,-1789.0,-2604.0,-3056.0,-3602.0,-4206.0,-4557.0,-4953.0,-5377.0,-5978.0,-6374.0
중국(안현무역),오런포리PU(M)회1P(U),3120.0,2026-11,2307.0,1583.0,818.0,112.0,-521.0,-1165.0,-1481.0,-1903.0,-2364.0,-2868.0,-3742.0,-4258.0
중국(안현무역),오런포리PU(S)검1P(U),2760.0,2027-01,2507.0,1906.0,1604.0,1132.0,558.0,95.0,-195.0,-395.0,-697.0,-1107.0,-1809.0,-2083.0
중국(안현무역),오런포리PU(S)백 손끝(10P),1.0,2026-07,-89.0,-201.0,-387.0,-556.0,-720.0,-856.0,-1118.0,-1257.0,-1396.0,-1481.0,-1806.0,-2077.0
중국(안현무역),오런포리PU(S)백 손바닥(10P)(A),0.0,2026-07,-41.0,-76.0,-98.0,-155.0,-186.0,-228.0,-273.0,-294.0,-327.0,-350.0,-393.0,-426.0
중국(안현무역),오런포리PU(S)회 손끝(10P),-10.0,2026-07,-294.0,-587.0,-1012.0,-1392.0,-1742.0,-2032.0,-2392.0,-2596.0,-2760.0,-3037.0,-3339.0,-3574.0
중국(안현무역),오런포리PU(S)회1P(U),1920.0,2026-11,1548.0,1357.0,755.0,317.0,-50.0,-251.0,-479.0,-744.0,-932.0,-1189.0,-1508.0,-1717.0
중국(안현무역),오런포리PU(XL)검 손바닥(10P)(A),0.0,2026-07,-38.0,-96.0,-162.0,-246.0,-319.0,-438.0,-464.0,-514.0,-564.0,-604.0,-671.0,-750.0
중국(안현무역),오런포리PU(XL)회 손바닥(10P)(A),0.0,2026-07,-14.0,-45.0,-55.0,-66.0,-100.0,-149.0,-180.0,-189.0,-243.0,-258.0,-272.0,-301.0
중국(안현무역),오런포리도트(L)회,1340.0,2026-09,893.0,427.0,-150.0,-460.0,-826.0,-1280.0,-1632.0,-2027.0,-2539.0,-2816.0,-3188.0,-3521.0
중국(안현무역),오런포리도트(M)회,14030.0,2026-10,11082.0,7021.0,2710.0,-100.0,-4036.0,-7670.0,-12277.0,-15414.0,-20034.0,-22669.0,-26099.0,-29473.0
중국(안현무역),오런포리도트(S)회,13120.0,2026-12,10799.0,8698.0,6197.0,4436.0,2553.0,-8.0,-2255.0,-4002.0,-6737.0,-8277.0,-9659.0,-11542.0
중국(안현무역),절단방지코팅장갑(CUT3)(L)백색,0.0,2026-07,-432.0,-922.0,-1354.0,-1818.0,-2156.0,-2588.0,-3440.0,-4380.0,-4938.0,-5370.0,-5860.0,-6292.0
중국(안현무역),포리내피(L)검(10P),475.0,2027-03,373.0,341.0,310.0,268.0,233.0,143.0,82.0,34.0,-34.0,-98.0,-134.0,-189.0
중국(안현무역),포리내피(L)백(10P),624.0,2026-09,564.0,356.0,-5824.0,-7003.0,-7168.0,-8309.0,-8533.0,-8637.0,-10678.0,-10824.0,-14000.0,-16609.0
중국(안현무역),포리내피(L)회(10P),1356.0,2027-01,1176.0,873.0,714.0,487.0,292.0,48.0,-93.0,-209.0,-402.0,-527.0,-709.0,-822.0
중국(안현무역),포리내피(M)검(10P),685.0,2027-01,631.0,563.0,489.0,393.0,224.0,18.0,-72.0,-183.0,-263.0,-432.0,-531.0,-621.0
중국(안현무역),포리내피(M)백(10P),395.0,2026-09,252.0,7.0,-1433.0,-1617.0,-1962.0,-2069.0,-2333.0,-2516.0,-3394.0,-3648.0,-5046.0,-5717.0
중국(안현무역),포리내피(M)회(10P),2635.0,2027-02,2260.0,2077.0,1805.0,1401.0,952.0,469.0,197.0,-48.0,-344.0,-690.0,-909.0,-1173.0
중국(안현무역),포리내피(S)검(10P),295.0,2027-03,263.0,235.0,203.0,187.0,144.0,92.0,45.0,13.0,-7.0,-36.0,-117.0,-144.0
중국(안현무역),포리내피(S)백(10P),104.0,2026-10,68.0,47.0,13.0,-48.0,-130.0,-159.0,-198.0,-266.0,-279.0,-308.0,-354.0,-374.0
중국(안현무역),포리내피(S)회(10P),1274.0,2027-03,1098.0,1020.0,896.0,731.0,530.0,413.0,249.0,105.0,-4.0,-179.0,-304.0,-442.0
중국(안현무역),후디스에어폼내피(L)파,14000.0,2026-08,5678.0,-2239.0,-16239.0,-26831.0,-40831.0,-54831.0,-62018.0,-72610.0,-81689.0,-87514.0,-97349.0,-111349.0
중국(안현무역),후디스에어폼내피(S)파,0.0,2026-07,-4000.0,-15674.0,-19674.0,-23674.0,-27674.0,-33674.0,-37674.0,-41674.0,-45674.0,-49674.0,-57674.0,-61674.0
중국(한단),대광공업용흑10호,3477.0,2027-02,2974.0,2496.0,2248.0,1790.0,1115.0,622.0,93.0,-122.0,-599.0,-1227.0,-1760.0,-2561.0
중국pu공장(u스마일),NBR장갑(10켤레)(L)(U),0.0,2026-07,-83.0,-166.0,-249.0,-332.0,-415.0,-498.0,-581.0,-664.0,-731.0,-823.0,-915.0,-998.0
중국pu공장(u스마일),오런고탄력PU(L)검 손바닥(10P)(U),46.0,2026-08,19.0,-8.0,-35.0,-62.0,-89.0,-113.0,-163.0,-190.0,-219.0,-240.0,-280.0,-316.0
중국pu공장(u스마일),오런고탄력PU(L)회 손바닥(10P)(U),90.0,2026-08,26.0,-38.0,-102.0,-166.0,-240.0,-311.0,-356.0,-422.0,-468.0,-586.0,-660.0,-812.0
중국pu공장(u스마일),오런고탄력PU(L)회 손바닥(10P)(U)(A),250.0,2027-03,220.0,190.0,160.0,130.0,100.0,70.0,50.0,20.0,-10.0,-40.0,-70.0,-110.0
중국pu공장(u스마일),오런고탄력PU(M)검 손바닥(10P)(U),0.0,2026-07,-63.0,-126.0,-189.0,-252.0,-315.0,-365.0,-428.0,-491.0,-535.0,-598.0,-737.0,-801.0
중국pu공장(u스마일),오런고탄력PU(M)회 손바닥(10P)(U),335.0,2026-11,253.0,171.0,89.0,7.0,-75.0,-144.0,-226.0,-308.0,-390.0,-472.0,-558.0,-709.0
중국pu공장(u스마일),오런고탄력PU(M)회 손바닥(10P)(U)(A),50.0,2026-08,20.0,-10.0,-40.0,-70.0,-100.0,-130.0,-150.0,-180.0,-210.0,-250.0,-280.0,-310.0
중국pu공장(u스마일),오런고탄력PU(S)검 손바닥(10P)(U),85.0,2026-08,31.0,-23.0,-77.0,-131.0,-185.0,-239.0,-293.0,-347.0,-378.0,-432.0,-517.0,-564.0
중국pu공장(u스마일),오런고탄력PU(S)회 손바닥(10P)(U),170.0,2026-11,130.0,90.0,50.0,10.0,-30.0,-70.0,-110.0,-150.0,-190.0,-230.0,-270.0,-310.0
중국pu공장(u스마일),오런고탄력PU(S)회 손바닥(10P)(U)(A),50.0,2026-11,40.0,30.0,20.0,10.0,0.0,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0
중국pu공장(u스마일),오런고탄력PU(XL)검 손바닥(10P)(U),0.0,2026-07,-24.0,-48.0,-72.0,-96.0,-120.0,-144.0,-168.0,-192.0,-216.0,-240.0,-264.0,-288.0
중국pu공장(u스마일),오런고탄력PU(XL)회 손바닥(10P)(U),0.0,2026-07,-56.0,-112.0,-168.0,-224.0,-280.0,-336.0,-392.0,-448.0,-504.0,-564.0,-624.0,-670.0
중국pu공장(u스마일),오런고탄력블루1P(M)(U),10370.0,2026-10,7917.0,5869.0,2676.0,-344.0,-2489.0,-4584.0,-6560.0,-7992.0,-10021.0,-11810.0,-17895.0,-21588.0
중국pu공장(u스마일),오런고탄력블루1P(S)(U),9240.0,2026-10,6638.0,4496.0,1768.0,-1488.0,-3449.0,-5549.0,-7133.0,-8419.0,-10196.0,-12038.0,-17265.0,-20626.0
중국pu공장(u스마일),오런실장갑35죽포(10P)(U),34110.0,2027-01,28732.0,23354.0,17976.0,12598.0,7220.0,1842.0,-2592.0,-8142.0,-13636.0,-19595.0,-24505.0,-30424.0
중국pu공장(u스마일),오런에어폼(S)회_걸이,5760.0,2027-06,5237.0,4714.0,4191.0,3668.0,3145.0,2622.0,2099.0,1576.0,1053.0,511.0,44.0,-518.0
중국pu공장(u스마일),오런포리PU(L)검 손바닥(10P)(U),2546.0,2026-10,1829.0,856.0,12.0,-775.0,-1829.0,-2501.0,-2941.0,-3460.0,-4371.0,-5186.0,-5991.0,-6900.0
중국pu공장(u스마일),오런포리PU(L)백 손끝(10P)(U),285.0,2027-02,246.0,207.0,168.0,129.0,90.0,51.0,12.0,-17.0,-50.0,-123.0,-155.0,-182.0
중국pu공장(u스마일),오런포리PU(L)회 손끝(10P)(U),1093.0,2026-12,787.0,483.0,469.0,445.0,72.0,-335.0,-352.0,-388.0,-1015.0,-1281.0,-1608.0,-2445.0
중국pu공장(u스마일),오런포리PU(L)회 손바닥(10P)(U),3307.0,2026-10,2473.0,1639.0,805.0,-4459.0,-10596.0,-16608.0,-22745.0,-29948.0,-43000.0,-54686.0,-69060.0,-73911.0
중국pu공장(u스마일),오런포리PU(M)검 손바닥(10P)(U),3847.0,2026-11,3154.0,2562.0,1766.0,974.0,-135.0,-900.0,-1388.0,-2006.0,-2800.0,-3804.0,-4428.0,-5442.0
중국pu공장(u스마일),오런포리PU(M)백 손끝(10P)(U),1085.0,2026-12,909.0,733.0,557.0,331.0,80.0,-170.0,-413.0,-898.0,-1152.0,-1543.0,-1896.0,-2283.0
중국pu공장(u스마일),오런포리PU(M)백 손바닥(10P)(U),150.0,2026-12,120.0,90.0,60.0,34.0,9.0,-9.0,-27.0,-57.0,-62.0,-126.0,-129.0,-154.0
중국pu공장(u스마일),오런포리PU(M)회 손끝(10P)(U),893.0,2026-08,340.0,-213.0,-766.0,-1319.0,-2304.0,-2907.0,-3460.0,-4127.0,-5125.0,-6264.0,-7447.0,-8988.0
중국pu공장(u스마일),오런포리PU(M)회 손바닥(10P)(U),1096.0,2026-08,710.0,-3717.0,-4744.0,-5771.0,-6798.0,-12840.0,-18869.0,-27178.0,-37574.0,-41993.0,-46459.0,-50811.0
중국pu공장(u스마일),오런포리PU(S)검 손바닥(10P)(U),600.0,2026-09,340.0,165.0,-102.0,-275.0,-563.0,-786.0,-891.0,-1035.0,-1226.0,-1587.0,-1745.0,-1985.0
중국pu공장(u스마일),오런포리PU(S)백 손끝(10P)(U),1140.0,2027-01,976.0,812.0,648.0,484.0,320.0,161.0,-32.0,-233.0,-454.0,-895.0,-1059.0,-1315.0
중국pu공장(u스마일),오런포리PU(S)회 손끝(10P)(U),1396.0,2027-04,1358.0,1339.0,934.0,921.0,829.0,765.0,744.0,534.0,6.0,-862.0,-1381.0,-2023.0
중국pu공장(u스마일),오런포리PU(S)회 손바닥(10P)(U),1706.0,2026-12,1441.0,1158.0,733.0,433.0,107.0,-170.0,-430.0,-692.0,-1050.0,-1453.0,-1809.0,-2092.0
중국pu공장(u스마일),오런포리PU(XL)검 손바닥(10P)(U),350.0,2026-10,262.0,174.0,86.0,-2.0,-90.0,-178.0,-266.0,-360.0,-448.0,-517.0,-586.0,-705.0
중국왕붕실장갑(신규),대광실장갑35g(10P),300.0,2026-07,-345.0,-990.0,-1635.0,-2280.0,-2925.0,-3570.0,-4215.0,-4860.0,-5505.0,-6150.0,-6622.0,-7440.0
중국왕붕실장갑(신규),대광실장갑40g(10P),2190.0,2026-12,1800.0,1410.0,1020.0,630.0,240.0,-150.0,-540.0,-930.0,-1320.0,-1710.0,-2130.0,-2490.0
중국왕붕실장갑(신규),실장갑40g(10P)(여성용)(A),3900.0,2026-08,2184.0,-92.0,-2115.0,-3416.0,-6098.0,-8482.0,-8997.0,-10568.0,-14343.0,-17838.0,-18416.0,-20782.0
중국왕붕실장갑(신규),실장갑45g(10P)(A),3600.0,2027-03,3172.0,2663.0,2339.0,2040.0,1658.0,1079.0,849.0,453.0,-201.0,-510.0,-784.0,-1091.0
중국왕붕실장갑(신규),오런실장갑10P(A),670.0,2026-07,-86.0,-510.0,-1059.0,-1743.0,-2277.0,-2761.0,-3198.0,-3640.0,-4239.0,-4601.0,-5220.0,-5407.0
중국왕붕실장갑(신규),오런실장갑1P(New),-300.0,2026-07,-1045.0,-1293.0,-1624.0,-2720.0,-3797.0,-4460.0,-5123.0,-5573.0,-6098.0,-6843.0,-7837.0,-8803.0
중국왕붕실장갑(신규),오런실장갑3P,500.0,2026-08,65.0,-329.0,-790.0,-1296.0,-2020.0,-2303.0,-2718.0,-3162.0,-3630.0,-3978.0,-4393.0,-4648.0
중국왕붕실장갑(신규),줄기사10g(10P),150.0,2026-08,101.0,-18.0,-315.0,-380.0,-468.0,-525.0,-582.0,-609.0,-644.0,-725.0,-747.0,-804.0
중국왕붕실장갑(신규),크린랲면장갑10켤레(1호),3750.0,2027-04,3561.0,3339.0,3068.0,2805.0,2542.0,2345.0,1753.0,1297.0,434.0,-614.0,-1502.0,-1617.0
중국왕붕실장갑(신규),크린랲면장갑10켤레(2호),1080.0,2026-08,705.0,-6.0,-214.0,-911.0,-1012.0,-1327.0,-2122.0,-2615.0,-2940.0,-3091.0,-3721.0,-4541.0
중국왕붕실장갑(신규),크린랲면장갑3켤레,7900.0,2027-01,7485.0,5871.0,4834.0,4096.0,2459.0,1664.0,-826.0,-2324.0,-3984.0,-4652.0,-5989.0,-7752.0
중국왕붕실장갑(신규),크린랲엠보싱장갑2켤레,5800.0,2027-05,5626.0,4584.0,4237.0,3253.0,3137.0,2558.0,2384.0,1342.0,358.0,242.0,-838.0,-1880.0
중국왕붕실장갑(신규),크린랲투라인장갑3켤레,4200.0,2026-11,3476.0,2559.0,1545.0,1183.0,-604.0,-1570.0,-3357.0,-4588.0,-5892.0,-8354.0,-10092.0,-11048.0
중국왕붕실장갑(신규),표백도트장갑(10P),1470.0,2027-05,1386.0,1149.0,1023.0,988.0,909.0,737.0,446.0,341.0,269.0,56.0,-232.0,-431.0
중국왕붕실장갑(신규),표백실장갑(10P),505.0,2026-09,194.0,103.0,-205.0,-316.0,-373.0,-710.0,-788.0,-847.0,-904.0,-1021.0,-1143.0,-1352.0
중국왕붕실장갑(신규),후디스실장갑32g(10P),0.0,2026-07,-972.0,-1801.0,-2722.0,-3528.0,-4320.0,-5260.0,-5940.0,-7729.0,-8279.0,-9374.0,-10067.0,-10652.0
중국왕붕실장갑(신규),후디스실장갑37g-연두(10P),1820.0,2026-07,-5564.0,-13392.0,-21554.0,-28419.0,-34749.0,-40914.0,-47165.0,-51943.0,-58760.0,-63812.0,-67828.0,-73075.0
중국왕붕실장갑(신규),후디스실장갑42g-주황(10P),-10.0,2026-07,-2426.0,-5807.0,-9247.0,-11675.0,-14815.0,-17108.0,-19788.0,-22058.0,-24129.0,-26580.0,-27820.0,-29688.0
중국왕붕실장갑(신규),후디스실장갑47g-빨강(10P),1200.0,2026-07,-1272.0,-3428.0,-5252.0,-8542.0,-10305.0,-12535.0,-15754.0,-17341.0,-19877.0,-20949.0,-23231.0,-24667.0
중국왕붕실장갑(신규),후디스실장갑52g-녹색(10P),440.0,2026-07,-232.0,-1124.0,-1980.0,-2795.0,-3225.0,-3744.0,-4468.0,-5253.0,-5838.0,-6526.0,-6965.0,-7508.0
중국왕붕실장갑(신규),후디스실장갑60g(10P),2560.0,2026-10,1430.0,700.0,157.0,-258.0,-726.0,-1029.0,-1477.0,-3607.0,-4643.0,-5313.0,-5619.0,-6419.0
중국왕붕실장갑(신규),후디스줄기사10g,3100.0,2026-07,-6385.0,-16851.0,-27862.0,-41243.0,-53507.0,-67185.0,-81150.0,-89291.0,-99925.0,-114345.0,-124326.0,-134100.0
중국왕붕실장갑(신규),후디스표백도트장갑1P,4200.0,2026-08,574.0,-4099.0,-8803.0,-14840.0,-23715.0,-31050.0,-37622.0,-40602.0,-45739.0,-50645.0,-57436.0,-63796.0
찔레꽃장갑,찔레꽃 망사 밤색,0.0,2026-07,-53.0,-84.0,-136.0,-236.0,-296.0,-338.0,-402.0,-425.0,-456.0,-520.0,-577.0,-630.0
찔레꽃장갑,찔레꽃 망사 흑색,0.0,2026-07,-20.0,-35.0,-98.0,-174.0,-220.0,-270.0,-297.0,-351.0,-376.0,-443.0,-594.0,-619.0
찔레꽃장갑,찔레꽃면장갑,0.0,2026-07,-366.0,-790.0,-1080.0,-1374.0,-1611.0,-1870.0,-2224.0,-2399.0,-2689.0,-2918.0,-3151.0,-3382.0
찔레꽃장갑,찔레꽃면장갑(검정),0.0,2026-07,-100.0,-194.0,-269.0,-344.0,-444.0,-544.0,-606.0,-681.0,-781.0,-893.0,-1024.0,-1124.0
천일장갑,금강산,300.0,2026-07,-5593.0,-9528.0,-16337.0,-20356.0,-26124.0,-30518.0,-36036.0,-40971.0,-45531.0,-52777.0,-57816.0,-61460.0
천일장갑,천일 메니큐어(L),0.0,2026-07,-179.0,-410.0,-589.0,-871.0,-973.0,-1075.0,-1741.0,-1920.0,-2170.0,-2401.0,-2651.0,-2805.0
천일장갑,천일 메니큐어(M),0.0,2026-07,-200.0,-311.0,-385.0,-496.0,-718.0,-1014.0,-1214.0,-1414.0,-1614.0,-1762.0,-1966.0,-2166.0
천일장갑,천일도트,500.0,2026-09,311.0,64.0,-174.0,-704.0,-951.0,-1128.0,-1317.0,-1612.0,-1801.0,-1966.0,-2199.0,-2364.0
천일장갑,천일표,5700.0,2026-07,-1589.0,-8080.0,-19781.0,-30032.0,-36586.0,-45598.0,-52488.0,-60365.0,-67755.0,-78720.0,-84520.0,-91410.0
천일장갑,후디스줄기사13g,20600.0,2027-04,18488.0,16686.0,14574.0,13850.0,11678.0,8264.0,7602.0,6361.0,1913.0,-1190.0,-3362.0,-4396.0
코리아종합상사,EVA우의(백색),0.0,2026-07,-100.0,-200.0,-300.0,-400.0,-500.0,-600.0,-700.0,-800.0,-900.0,-1000.0,-1100.0,-1200.0
코리아종합상사,우의 백색,3000.0,2026-10,2367.0,1417.0,372.0,-388.0,-768.0,-1893.0,-2344.0,-2661.0,-3041.0,-4656.0,-5202.0,-7767.0
쿡랩,후디스고무장갑(M)적,5385.0,2026-11,4188.0,2679.0,2101.0,582.0,-1828.0,-2975.0,-4323.0,-5406.0,-6326.0,-7616.0,-9241.0,-10808.0
쿡랩,후디스고무장갑(M)투,3386.0,2026-08,1659.0,-7.0,-1442.0,-4564.0,-7457.0,-10120.0,-12191.0,-13850.0,-16306.0,-19155.0,-21837.0,-26207.0
쿡랩,후디스고무장갑(M)핑,10755.0,2026-11,8573.0,6099.0,3731.0,500.0,-5083.0,-9234.0,-12754.0,-16119.0,-18556.0,-21956.0,-25657.0,-28678.0
쿡랩,후디스고무장갑(S)핑,-153.0,2026-07,-1212.0,-2058.0,-2672.0,-4324.0,-5607.0,-6927.0,-7642.0,-8653.0,-9175.0,-10472.0,-11173.0,-11737.0
쿡랩,후디스고무장갑2+1(대),1320.0,2026-10,1195.0,1028.0,652.0,-1496.0,-3101.0,-3720.0,-4029.0,-4297.0,-4405.0,-4614.0,-4789.0,-4973.0
쿡랩,후디스고무장갑2+1(소)투명,0.0,2026-07,-60.0,-200.0,-260.0,-333.0,-386.0,-426.0,-486.0,-620.0,-660.0,-740.0,-840.0,-940.0
쿡랩,후디스고무장갑2+1(중),2211.0,2026-10,1899.0,1708.0,1205.0,-1075.0,-3017.0,-3745.0,-4178.0,-4646.0,-4759.0,-5132.0,-5366.0,-5548.0
쿡랩,후디스고무장갑주름(L)적,2874.0,2026-08,681.0,-752.0,-1767.0,-3162.0,-6428.0,-11896.0,-13187.0,-15204.0,-17034.0,-18871.0,-20910.0,-23632.0
쿡랩,후디스고무장갑주름(L)투,-10280.0,2026-07,-14707.0,-24785.0,-28658.0,-37882.0,-45699.0,-53134.0,-61047.0,-67328.0,-77347.0,-85260.0,-90978.0,-100924.0
쿡랩,후디스고무장갑주름(L)핑,5492.0,2026-08,1370.0,-3004.0,-6708.0,-12384.0,-25262.0,-31866.0,-36639.0,-40850.0,-44481.0,-50808.0,-56347.0,-61390.0
쿡랩,후디스고무장갑특대(적),2994.0,2026-09,742.0,160.0,-1171.0,-2574.0,-5125.0,-8754.0,-9459.0,-10222.0,-10754.0,-11798.0,-12735.0,-15340.0
쿡랩,후디스고무장갑특대(투),-10110.0,2026-07,-12875.0,-19518.0,-21366.0,-26050.0,-30232.0,-33039.0,-36250.0,-40161.0,-43143.0,-46562.0,-48423.0,-51798.0
쿡랩,후디스고무장갑특대(핑),-130.0,2026-07,-1998.0,-5005.0,-8298.0,-16647.0,-23086.0,-29217.0,-32452.0,-35210.0,-38686.0,-43467.0,-45384.0,-50397.0
쿡랩,후디스장갑(M)핑오른손1개,1360.0,2026-09,749.0,274.0,-146.0,-701.0,-1200.0,-1662.0,-2649.0,-3286.0,-4173.0,-5172.0,-5878.0,-6329.0
쿡랩,후디스장갑주름(L)핑오른손1개,320.0,2026-07,-186.0,-533.0,-944.0,-1271.0,-1904.0,-2175.0,-2708.0,-3094.0,-3518.0,-3994.0,-4500.0,-5089.0
크린통상,크린랲 위생 50매,0.0,2026-07,-181.0,-414.0,-621.0,-750.0,-944.0,-1099.0,-1202.0,-1293.0,-1409.0,-1525.0,-1603.0,-1739.0
크린통상,크린랲미니,0.0,2026-07,-160.0,-480.0,-612.0,-774.0,-862.0,-994.0,-1082.0,-1258.0,-1390.0,-1710.0,-1842.0,-1974.0
태국(썬타이),마이핸고무장갑신단보,28000.0,2026-10,19867.0,11734.0,3601.0,-4532.0,-12665.0,-20798.0,-28931.0,-37064.0,-45197.0,-50864.0,-63131.0,-69598.0
태국(썬타이),마이핸고무장갑왕신단보,14400.0,2026-08,3915.0,-6570.0,-17055.0,-27540.0,-38025.0,-48510.0,-59552.0,-69894.0,-82692.0,-95284.0,-104376.0,-111418.0
태국(썬타이),마이핸니트릴위생장갑100매(L),0.0,2026-07,-1900.0,-3800.0,-5700.0,-7600.0,-9500.0,-11400.0,-13300.0,-15200.0,-16225.0,-17685.0,-20900.0,-22800.0
태국(썬타이),마이핸니트릴위생장갑100매(M),0.0,2026-07,-363.0,-726.0,-1089.0,-1452.0,-1815.0,-2178.0,-2541.0,-2728.0,-2960.0,-3632.0,-3995.0,-4358.0
태국(썬타이),마이핸미니(L)노(10P),-240.0,2026-07,-1464.0,-2688.0,-3912.0,-5136.0,-6360.0,-7584.0,-9696.0,-10518.0,-11490.0,-13002.0,-13704.0,-14928.0
태국(썬타이),마이핸미니(L)투(10P),1930.0,2026-09,1057.0,184.0,-689.0,-1562.0,-2435.0,-3308.0,-4181.0,-5054.0,-5927.0,-6784.0,-7721.0,-8548.0
태국(썬타이),마이핸미니(M)노(10P),240.0,2026-07,-1183.0,-2606.0,-4029.0,-5452.0,-6875.0,-8298.0,-9940.0,-11112.0,-11884.0,-13556.0,-15168.0,-16840.0
태국(썬타이),마이핸미니(M)투(10P),3000.0,2026-11,2300.0,1600.0,900.0,200.0,-500.0,-1200.0,-1900.0,-2600.0,-3300.0,-3860.0,-4630.0,-5400.0
태국(썬타이),마이핸미니(S)노(10P),360.0,2026-07,-336.0,-1032.0,-1728.0,-2424.0,-3120.0,-3816.0,-4524.0,-5220.0,-5898.0,-6696.0,-7584.0,-7992.0
태국(썬타이),마이핸미니(S)투(10P),1890.0,2026-11,1503.0,1116.0,729.0,342.0,-45.0,-432.0,-819.0,-1206.0,-1593.0,-1996.0,-2469.0,-2752.0
태국(썬타이),마이핸미용(L),73000.0,2026-11,56500.0,40000.0,23500.0,7000.0,-57625.0,-133250.0,-206125.0,-279000.0,-368375.0,-477000.0,-569125.0,-677750.0
태국(썬타이),마이핸미용(M),38000.0,2026-07,-10200.0,-58400.0,-106600.0,-154800.0,-356551.0,-441245.0,-489445.0,-733371.0,-826672.0,-1042195.0,-1173368.0,-1319173.0
태국(썬타이),마이핸미용(S),181000.0,2026-12,162500.0,144000.0,125500.0,107000.0,22208.0,-62584.0,-135042.0,-222917.0,-372459.0,-512751.0,-640709.0,-747084.0
태국(썬타이),마이핸프리미엄100매(라텍스위생)(L),390.0,2026-10,290.0,190.0,90.0,-10.0,-110.0,-210.0,-310.0,-410.0,-510.0,-610.0,-710.0,-810.0
태국(썬타이),쎄라손고무장갑신단보,18600.0,2027-01,15173.0,12815.0,12336.0,9043.0,6743.0,4553.0,-3197.0,-6418.0,-8848.0,-16224.0,-22699.0,-25953.0
태국(썬타이),쎄라손고무장갑왕신단보,17900.0,2026-12,12280.0,10654.0,9315.0,6963.0,112.0,-1494.0,-9237.0,-13225.0,-16638.0,-18613.0,-23698.0,-27709.0
태국(썬타이),쎄라손미니(L)노(10P),-690.0,2026-07,-1050.0,-2960.0,-4122.0,-4893.0,-5368.0,-5491.0,-6970.0,-7762.0,-9311.0,-13171.0,-14820.0,-16842.0
태국(썬타이),쎄라손미니(L)투(10P),630.0,2026-08,396.0,-41.0,-365.0,-535.0,-1367.0,-1853.0,-2037.0,-2231.0,-2874.0,-3894.0,-4158.0,-4720.0
태국(썬타이),쎄라손미니(M)노(10P),-510.0,2026-07,-910.0,-1090.0,-1537.0,-2077.0,-3171.0,-3771.0,-4438.0,-5495.0,-6008.0,-7221.0,-8191.0,-8641.0
태국(썬타이),쎄라손미니(M)투(10P),2850.0,2027-03,2545.0,2409.0,2162.0,1733.0,976.0,795.0,388.0,128.0,-497.0,-1348.0,-1597.0,-2174.0
