매입처명,상품명,현재고,품절예상월,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12,2027-01,2027-02,2027-03,2027-04,2027-05,2027-06
말레이시아(하트알레가),오런라텍스위생장갑100매(L),7881.0,2026-10,6124.0,4507.0,1789.0,-650.0,-3254.0,-5948.0,-7914.0,-9548.0,-11590.0,-15092.0,-16772.0,-18838.0
말레이시아(하트알레가),오런라텍스위생장갑100매(M),12361.0,2026-09,8204.0,4606.0,-1098.0,-6341.0,-11817.0,-17376.0,-21452.0,-25271.0,-30592.0,-37739.0,-43042.0,-48464.0
말레이시아(하트알레가),오런라텍스위생장갑100매(S),5205.0,2026-10,3731.0,2504.0,280.0,-1692.0,-3868.0,-5759.0,-7411.0,-8783.0,-10519.0,-13536.0,-14898.0,-16579.0
말레이시아(하트알레가),오런톡톡니트릴125매(L)검정,354.0,2026-08,98.0,-158.0,-414.0,-670.0,-926.0,-1182.0,-1438.0,-1694.0,-1950.0,-2206.0,-2394.0,-2718.0
말레이지아APEX GLOVE,오런라텍스위생장갑10매(M)(RRP),20599.0,2027-03,16080.0,14860.0,13319.0,11443.0,6987.0,4822.0,3599.0,2348.0,-155.0,-3398.0,-4613.0,-7879.0
범천상사,대광피특대,0.0,2026-07,-25.0,-47.0,-55.0,-75.0,-80.0,-100.0,-112.0,-132.0,-157.0,-175.0,-183.0,-199.0
범천상사,등천,0.0,2026-07,-357.0,-569.0,-889.0,-1191.0,-1332.0,-1448.0,-1713.0,-1907.0,-2090.0,-2500.0,-2751.0,-3139.0
범천상사,아르곤 갈색 내피,-10.0,2026-07,-37.0,-54.0,-120.0,-324.0,-460.0,-629.0,-755.0,-862.0,-1418.0,-1590.0,-1842.0,-2094.0
범천상사,아르곤 백색 덧내피,0.0,2026-07,-106.0,-255.0,-361.0,-438.0,-544.0,-615.0,-673.0,-859.0,-1136.0,-1424.0,-1530.0,-1719.0
범천상사,아르곤 회색 돈피,0.0,2026-07,-5.0,-10.0,-15.0,-20.0,-25.0,-30.0,-35.0,-40.0,-46.0,-48.0,-53.0,-58.0
범천상사,용접소(내피무),0.0,2026-07,-100.0,-200.0,-300.0,-400.0,-491.0,-557.0,-657.0,-757.0,-848.0,-978.0,-1078.0,-1178.0
베트남(라텍스위생),나비검정니트릴위생장갑100매(L),0.0,2026-07,-3000.0,-6000.0,-9000.0,-12000.0,-15000.0,-18000.0,-21000.0,-24000.0,-27000.0,-30000.0,-33000.0,-36000.0
베트남(라텍스위생),나비파랑니트릴위생장갑100매(L),0.0,2026-07,-2850.0,-5850.0,-8850.0,-11850.0,-14850.0,-17850.0,-20700.0,-23550.0,-26550.0,-29550.0,-32400.0,-35400.0
베트남(라텍스위생),나비파랑니트릴위생장갑100매(M),0.0,2026-07,-3000.0,-5850.0,-8850.0,-11850.0,-14850.0,-17700.0,-20700.0,-23550.0,-26550.0,-29400.0,-32400.0,-35250.0
베트남(라텍스위생),오런검정니트릴위생장갑100매(L),15970.0,2026-11,13249.0,9903.0,5724.0,2004.0,-1985.0,-5548.0,-9260.0,-12250.0,-16036.0,-22001.0,-25725.0,-30636.0
베트남(라텍스위생),오런검정니트릴위생장갑100매(M),27176.0,2026-12,22582.0,17958.0,11884.0,5337.0,48.0,-5457.0,-11338.0,-16144.0,-22490.0,-31351.0,-38036.0,-45496.0
베트남(라텍스위생),오런검정니트릴위생장갑100매(S),13438.0,2026-12,11402.0,9347.0,6518.0,3785.0,1528.0,-1254.0,-4082.0,-6094.0,-9322.0,-14222.0,-16713.0,-20211.0
베트남(라텍스위생),오런검정니트릴위생장갑100매(XL),1490.0,2027-02,1348.0,1208.0,1023.0,817.0,694.0,477.0,277.0,-115.0,-365.0,-723.0,-1001.0,-1300.0
베트남(라텍스위생),오런니트릴위생20매(L)화이트,6109.0,2027-02,5518.0,4961.0,4467.0,3000.0,2289.0,1201.0,602.0,-128.0,-654.0,-1291.0,-1665.0,-2175.0
베트남(라텍스위생),오런니트릴위생20매(M)화이트,6540.0,2027-02,5590.0,4969.0,4289.0,3150.0,1868.0,762.0,178.0,-851.0,-2051.0,-2895.0,-3621.0,-4395.0
베트남(라텍스위생),오런니트릴위생20매(S)화이트,5668.0,2027-06,5279.0,4796.0,4403.0,4029.0,3333.0,2694.0,2124.0,1485.0,1101.0,618.0,164.0,-323.0
베트남(라텍스위생),오런파랑니트릴위생장갑100매(L),1083.0,2026-07,-279.0,-652.0,-1289.0,-1967.0,-2501.0,-2934.0,-3731.0,-4114.0,-4788.0,-5732.0,-6312.0,-6915.0
베트남(라텍스위생),오런파랑니트릴위생장갑100매(M),2623.0,2026-10,1910.0,1327.0,494.0,-157.0,-911.0,-1573.0,-2422.0,-3059.0,-4037.0,-5408.0,-6139.0,-7082.0
베트남(라텍스위생),오런파랑니트릴위생장갑100매(S),760.0,2026-08,344.0,-23.0,-423.0,-860.0,-1180.0,-1456.0,-1774.0,-2074.0,-2615.0,-3409.0,-3847.0,-4309.0
베트남(삼아),나비면(메리야스)완전코팅5P,8000.0,2026-11,6000.0,4200.0,2200.0,200.0,-1600.0,-3600.0,-5400.0,-7400.0,-9400.0,-11400.0,-13200.0,-15000.0
베트남(삼아),대광노랑반코팅(10P)(L)(A),177.0,2026-07,-2165.0,-4549.0,-6685.0,-9092.0,-11243.0,-13399.0,-16046.0,-17759.0,-19271.0,-21808.0,-25038.0,-27197.0
베트남(삼아),대광노랑반코팅(1P)(A),21190.0,2026-12,18392.0,14883.0,10649.0,4623.0,326.0,-2282.0,-5582.0,-8210.0,-11555.0,-15469.0,-19057.0,-21560.0
베트남(삼아),대광면완전코팅(오래)(A),25760.0,2026-10,18825.0,13924.0,7593.0,-934.0,-8514.0,-14606.0,-22100.0,-27745.0,-34864.0,-43133.0,-48761.0,-56278.0
베트남(삼아),대광반코팅(10P)10G,23582.0,2026-08,10139.0,-1398.0,-12705.0,-22636.0,-35266.0,-44857.0,-51396.0,-57357.0,-66279.0,-75258.0,-85283.0,-94500.0
베트남(삼아),대광실완전코팅(힘써)(L)(A),0.0,2026-07,-234648.0,-1448760.0,-2312661.0,-2540263.0,-2681193.0,-2744612.0,-2951074.0,-3049725.0,-4287795.0,-5991639.0,-7589785.0,-8405770.0
베트남(삼아),대광흰반코팅(10P)(L)(A),1170.0,2026-09,696.0,456.0,-613.0,-1146.0,-1731.0,-2295.0,-2683.0,-3103.0,-3836.0,-4529.0,-4999.0,-5492.0
베트남(삼아),오런오렌지황이중코팅(A),30140.0,2026-09,17424.0,3887.0,-6314.0,-12548.0,-18340.0,-35813.0,-40900.0,-48094.0,-58392.0,-68064.0,-77684.0,-86710.0
베트남(삼아),오런청포도이중코팅(A),39441.0,2026-08,13754.0,-4415.0,-23872.0,-45822.0,-64970.0,-90007.0,-103345.0,-117343.0,-136939.0,-157822.0,-183896.0,-199152.0
베트남(토안글러브)미스짱,대광반코팅(10P)10G(T),26940.0,2026-12,21904.0,16868.0,11832.0,6796.0,1760.0,-3276.0,-8312.0,-13050.0,-18178.0,-22966.0,-25604.0,-33492.0
베트남(토안글러브)미스짱,대광반코팅(10P)13g(T),8850.0,2027-04,7902.0,6954.0,6006.0,5058.0,4110.0,3162.0,2178.0,1449.0,780.0,-999.0,-1947.0,-2526.0
베트남(토안글러브)미스짱,쎄라손노랑반코팅(10P),11060.0,2027-01,9098.0,7459.0,5855.0,3918.0,2673.0,1158.0,-1651.0,-3639.0,-5088.0,-5963.0,-8280.0,-9496.0
베트남(토안글러브)미스짱,쎄라손반코팅(10P),16052.0,2026-08,4417.0,-10606.0,-19444.0,-28531.0,-34545.0,-44507.0,-49141.0,-53699.0,-64912.0,-72721.0,-78600.0,-82749.0
베트남(토안글러브)미스짱,쎄라손흰반코팅(10P),890.0,2026-09,492.0,94.0,-544.0,-1092.0,-1580.0,-1978.0,-2376.0,-2894.0,-3292.0,-4260.0,-4748.0,-5956.0
보운종합상사,백보루,5.0,2026-07,-86.0,-150.0,-229.0,-299.0,-389.0,-464.0,-530.0,-580.0,-648.0,-726.0,-790.0,-855.0
보운종합상사,잡보루,14.0,2026-07,-12.0,-59.0,-78.0,-106.0,-142.0,-160.0,-186.0,-199.0,-219.0,-234.0,-242.0,-262.0
부산장애인직업재활시설,후디스고무장갑2+1(소)핑크,99.0,2026-07,-58.0,-149.0,-345.0,-778.0,-1476.0,-1560.0,-1707.0,-1812.0,-1885.0,-1962.0,-2067.0,-2149.0
삼성글러브(신규),손사랑반코팅(10P),6705.0,2026-09,3721.0,1156.0,-1972.0,-5238.0,-8967.0,-11364.0,-14665.0,-18040.0,-20057.0,-22969.0,-24944.0,-26768.0
삼성글러브(신규),오런반코팅10P,0.0,2026-07,-420.0,-972.0,-1467.0,-2200.0,-2839.0,-3309.0,-3510.0,-3811.0,-4657.0,-5437.0,-6133.0,-6735.0
삼성글러브(신규),크린랲반코팅장갑10켤레,0.0,2026-07,-442.0,-1406.0,-2256.0,-3092.0,-3547.0,-3975.0,-4537.0,-4858.0,-5132.0,-5704.0,-6179.0,-6791.0
상경섬유공업사,후디스하프,1680.0,2026-09,1111.0,778.0,-85.0,-640.0,-1207.0,-1664.0,-1989.0,-2425.0,-3663.0,-4647.0,-6103.0,-6812.0
상록장갑,백나일론(남성용)10P,0.0,2026-07,-75.0,-85.0,-115.0,-125.0,-135.0,-145.0,-155.0,-165.0,-175.0,-185.0,-195.0,-205.0
신영유통,3M 스폰지수세미(135),0.0,2026-07,-120.0,-180.0,-300.0,-420.0,-540.0,-660.0,-720.0,-780.0,-900.0,-1020.0,-1140.0,-1260.0
신영유통,3M 철수세미,960.0,2026-09,529.0,242.0,-285.0,-644.0,-1314.0,-1817.0,-2583.0,-3110.0,-3254.0,-3828.0,-4187.0,-4546.0
신영유통,봉지철,950.0,2026-09,550.0,49.0,-364.0,-1115.0,-1678.0,-2429.0,-3480.0,-4268.0,-4894.0,-5645.0,-6208.0,-7209.0
신영유통,키친센스(손목긴위생),100.0,2026-07,0.0,-50.0,-113.0,-213.0,-313.0,-413.0,-472.0,-522.0,-560.0,-660.0,-760.0,-860.0
아운,대광노랑반코팅(10P)(J)(A),24970.0,2027-05,22847.0,20087.0,17227.0,14650.0,12283.0,9433.0,8240.0,7215.0,4443.0,638.0,-976.0,-2906.0
아운,후디스반코팅(10P)(J),8710.0,2027-01,7806.0,6093.0,5018.0,3484.0,1923.0,56.0,-846.0,-2500.0,-3732.0,-5095.0,-6895.0,-8823.0
아운,후디스반코팅(10P)(J)영남,4620.0,2027-01,4143.0,3507.0,2394.0,1197.0,776.0,378.0,-71.0,-426.0,-906.0,-1804.0,-2477.0,-2857.0
오라이트상사,오라이트왕특대(투),0.0,2026-07,-168.0,-239.0,-357.0,-505.0,-611.0,-853.0,-993.0,-1162.0,-1418.0,-1527.0,-1744.0,-1832.0
오라이트상사,진광말표(핑),0.0,2026-07,-102.0,-191.0,-255.0,-389.0,-586.0,-688.0,-892.0,-1045.0,-1237.0,-1371.0,-1575.0,-1652.0
운봉종합상사,편안손특대(투),0.0,2026-07,-238.0,-363.0,-548.0,-697.0,-861.0,-1131.0,-1329.0,-1510.0,-1688.0,-1985.0,-2491.0,-2729.0
주식회사 마미손,마미손(대)오른손하나,60.0,2026-07,-131.0,-343.0,-630.0,-906.0,-970.0,-1193.0,-1289.0,-1416.0,-1480.0,-1799.0,-2096.0,-2160.0
주식회사 마미손,마미손(대)왼손하나,120.0,2026-07,-260.0,-601.0,-942.0,-1405.0,-1823.0,-2164.0,-2722.0,-3280.0,-3660.0,-4187.0,-4419.0,-4806.0
주식회사 마미손,마미손(소)오른손하나,360.0,2026-12,300.0,240.0,180.0,120.0,60.0,0.0,-60.0,-120.0,-180.0,-240.0,-300.0,-360.0
주식회사 마미손,마미손(소)왼손하나,120.0,2026-08,60.0,0.0,-60.0,-120.0,-180.0,-240.0,-300.0,-360.0,-420.0,-480.0,-540.0,-600.0
주식회사 마미손,마미손(중)오른손하나,60.0,2026-07,-361.0,-665.0,-841.0,-1028.0,-1239.0,-1485.0,-1552.0,-1798.0,-2219.0,-2759.0,-3367.0,-3765.0
주식회사 마미손,마미손(중)왼손하나,300.0,2026-08,129.0,-42.0,-267.0,-459.0,-567.0,-819.0,-1179.0,-1323.0,-1494.0,-1665.0,-1890.0,-2082.0
주식회사 마미손,마미손골드,3100.0,2026-10,2106.0,1264.0,1.0,-2399.0,-3589.0,-5295.0,-7063.0,-7947.0,-9341.0,-10268.0,-11131.0,-12207.0
주식회사 마미손,마미손미니(핑),0.0,2026-07,-570.0,-777.0,-1399.0,-2055.0,-2504.0,-2763.0,-2884.0,-3065.0,-3358.0,-3591.0,-3772.0,-4368.0
주식회사 마미손,마미손위생50매(국산)-50각(2호),1750.0,2026-07,-315.0,-3675.0,-4600.0,-7682.0,-9131.0,-11319.0,-12768.0,-13477.0,-14217.0,-15727.0,-17515.0,-21399.0
주식회사 마미손,마미손위생50매(중국)-50각,2650.0,2026-11,1682.0,1379.0,726.0,38.0,-1210.0,-1490.0,-2622.0,-3264.0,-3929.0,-4664.0,-5084.0,-6402.0
주식회사 마미손,마미손칼라고무장갑(그레이)(L),0.0,2026-07,-1162.0,-2162.0,-2704.0,-3704.0,-4866.0,-6028.0,-7028.0,-8028.0,-9028.0,-10190.0,-11190.0,-12190.0
주식회사 마미손,마미손칼라고무장갑(그레이)(M),0.0,2026-07,-500.0,-1000.0,-1500.0,-2000.0,-2500.0,-3000.0,-3500.0,-4000.0,-4500.0,-5000.0,-5500.0,-6000.0
주식회사 마미손,마미손칼라고무장갑(그린)(L),0.0,2026-07,-142.0,-284.0,-684.0,-874.0,-1112.0,-1824.0,-2062.0,-2300.0,-2538.0,-2823.0,-3223.0,-3555.0
주식회사 마미손,마미손클래식,150.0,2026-08,9.0,-132.0,-386.0,-555.0,-780.0,-1062.0,-1248.0,-1389.0,-1530.0,-1673.0,-1786.0,-1983.0
주식회사 마미손,마미손특대(적),600.0,2026-07,-124.0,-1192.0,-2311.0,-5133.0,-6099.0,-7777.0,-9426.0,-10011.0,-11587.0,-12782.0,-14257.0,-15706.0
주식회사 마미손,마미손특대(투),0.0,2026-07,-72.0,-180.0,-252.0,-352.0,-452.0,-524.0,-596.0,-696.0,-796.0,-896.0,-985.0,-1085.0
주식회사 마미손,마미손패스,2400.0,2026-10,1470.0,956.0,295.0,-2080.0,-2839.0,-3720.0,-4797.0,-6222.0,-7493.0,-8130.0,-8938.0,-9819.0
주식회사 마미손,마미손플라워,0.0,2026-07,-286.0,-635.0,-870.0,-1156.0,-1410.0,-1696.0,-2077.0,-2315.0,-2553.0,-2696.0,-2934.0,-3114.0
주식회사 마미손,마미손핑크밴드,600.0,2026-08,165.0,-531.0,-937.0,-1420.0,-1546.0,-2213.0,-2648.0,-2938.0,-3576.0,-4040.0,-4649.0,-5055.0
주식회사 마미손,마미손화이트,800.0,2026-09,570.0,232.0,-165.0,-598.0,-909.0,-1161.0,-1675.0,-1878.0,-2113.0,-2465.0,-3061.0,-3278.0
주식회사 샛별상사,파일럿2-3(무단추),0.0,2026-07,-1000.0,-2000.0,-3000.0,-4000.0,-5000.0,-6000.0,-7000.0,-8000.0,-9000.0,-10000.0,-11000.0,-12000.0
주식회사 샛별상사,파일럿TC(단추),0.0,2026-07,-848.0,-1696.0,-3029.0,-4119.0,-4967.0,-6420.0,-7510.0,-8843.0,-9691.0,-10781.0,-11629.0,-12962.0
주식회사 성진나이스,나이스황이중코팅,7700.0,2027-02,6583.0,5466.0,4733.0,3483.0,2366.0,1883.0,333.0,-134.0,-959.0,-1692.0,-2017.0,-3067.0
주식회사 성진나이스,나이스황이중코팅(제니스)(XL),0.0,2026-07,-600.0,-1200.0,-1800.0,-2400.0,-3200.0,-3800.0,-4400.0,-5000.0,-5600.0,-6200.0,-6800.0,-7400.0
주식회사 핸드텍,PU제전장갑(M)top(10P),45.0,2027-03,40.0,35.0,30.0,25.0,20.0,15.0,10.0,5.0,0.0,-5.0,-10.0,-15.0
주식회사 핸드텍,오런#200(절단방지내피)(L),-70.0,2026-07,-140.0,-200.0,-248.0,-326.0,-392.0,-462.0,-532.0,-602.0,-674.0,-744.0,-804.0,-858.0
주식회사 핸드텍,오런고탄력PU(M)백 손바닥(10P),0.0,2026-07,-7.0,-15.0,-23.0,-31.0,-39.0,-44.0,-52.0,-57.0,-62.0,-83.0,-89.0,-93.0
주식회사 핸드텍,오런고탄력PU(M)회 손끝(10P),0.0,2026-07,-24.0,-44.0,-58.0,-78.0,-98.0,-118.0,-138.0,-162.0,-182.0,-196.0,-213.0,-233.0
주식회사 핸드텍,오런포리PU(L)백 손끝(10P),0.0,2026-07,-50.0,-100.0,-150.0,-179.0,-269.0,-315.0,-364.0,-390.0,-410.0,-447.0,-487.0,-492.0
주식회사 핸드텍,오런포리PU(S)백 손바닥(10P),0.0,2026-07,-450.0,-900.0,-1350.0,-1800.0,-2250.0,-2700.0,-3150.0,-3600.0,-4050.0,-4500.0,-4950.0,-5400.0
주식회사 핸드텍,후디스PU코팅(L)(검)1P(신규바코드),0.0,2026-07,-59.0,-148.0,-375.0,-710.0,-786.0,-1184.0,-1229.0,-1303.0,-1400.0,-1490.0,-1719.0,-1968.0
주식회사 핸드텍,후디스PU코팅(L)회1P,0.0,2026-07,-120.0,-240.0,-360.0,-480.0,-600.0,-720.0,-840.0,-960.0,-1080.0,-1200.0,-1320.0,-1440.0
주식회사 핸드텍,후디스PU코팅(M)(검)1P(신규바코드),0.0,2026-07,-128.0,-222.0,-347.0,-454.0,-589.0,-690.0,-765.0,-883.0,-922.0,-983.0,-1019.0,-1089.0
주식회사 핸드텍,후디스PU코팅(S)(검)1P(신규바코드),0.0,2026-07,-113.0,-253.0,-420.0,-452.0,-674.0,-853.0,-978.0,-1083.0,-1182.0,-1348.0,-1409.0,-1639.0
주식회사허밍켐,어린이장갑30매,0.0,2026-07,-200.0,-400.0,-600.0,-800.0,-1000.0,-1200.0,-1400.0,-1600.0,-1800.0,-2000.0,-2200.0,-2400.0
주식회사허밍켐,후디스위생200매,1213.0,2026-09,688.0,232.0,-81.0,-551.0,-1269.0,-1672.0,-2191.0,-2586.0,-3140.0,-3763.0,-4243.0,-4843.0
주식회사허밍켐,후디스위생50매,3189.0,2026-07,-959.0,-3903.0,-7687.0,-11342.0,-14293.0,-17624.0,-20856.0,-24722.0,-28796.0,-31644.0,-34901.0,-38142.0
중국(서건),오런실장갑32g(10P),1190.0,2026-07,-664.0,-2139.0,-3691.0,-5413.0,-7420.0,-9565.0,-12812.0,-13874.0,-15363.0,-16654.0,-18320.0,-19798.0
중국(서건),오런실장갑37g-연두(10P),19360.0,2026-08,9230.0,-5039.0,-19853.0,-34025.0,-53818.0,-70530.0,-86908.0,-98051.0,-109798.0,-125015.0,-135517.0,-146226.0
중국(서건),오런실장갑42g(10P)영남(A),0.0,2026-07,-1332.0,-1899.0,-3410.0,-4695.0,-5616.0,-6594.0,-7700.0,-8662.0,-9487.0,-10746.0,-11971.0,-12509.0
중국(서건),오런실장갑42g(10P)영남(Y),3870.0,2026-10,2685.0,1500.0,315.0,-870.0,-7443.0,-10957.0,-14471.0,-21788.0,-29849.0,-39150.0,-42581.0,-50146.0
중국(서건),오런실장갑42g-주황(10P),-20.0,2026-07,-3379.0,-6406.0,-10199.0,-15208.0,-21076.0,-26346.0,-31899.0,-37709.0,-41161.0,-45725.0,-52551.0,-57093.0
중국(서건),오런실장갑47g-빨강(10P),872.0,2026-07,-2576.0,-7474.0,-14347.0,-20492.0,-26769.0,-38229.0,-44175.0,-48922.0,-57222.0,-61519.0,-67439.0,-76085.0
중국(서건),오런실장갑52g-초록(10P),3790.0,2026-11,3021.0,2405.0,1105.0,106.0,-786.0,-1615.0,-2496.0,-3290.0,-4155.0,-5141.0,-5978.0,-6643.0
중국(서건),오런실장갑60g(10P),1240.0,2026-09,682.0,191.0,-512.0,-1228.0,-1558.0,-1805.0,-2096.0,-2387.0,-2791.0,-3224.0,-3486.0,-3659.0
중국(서건),후디스실장갑37g(10P)영남(Y),1500.0,2026-08,615.0,-270.0,-1155.0,-2040.0,-5989.0,-8611.0,-13025.0,-15979.0,-19796.0,-22750.0,-28823.0,-32109.0
중국(안현무역),나일론내피(M)회(10P),0.0,2026-07,-10.0,-20.0,-30.0,-40.0,-50.0,-60.0,-70.0,-75.0,-85.0,-90.0,-100.0,-108.0
중국(안현무역),로얄블루수입(L)(10P),55.0,2026-08,7.0,-24.0,-53.0,-84.0,-122.0,-170.0,-211.0,-252.0,-274.0,-322.0,-359.0,-395.0
중국(안현무역),로얄블루수입(M)(10P),0.0,2026-07,-33.0,-73.0,-110.0,-150.0,-194.0,-220.0,-257.0,-297.0,-336.0,-360.0,-393.0,-430.0
중국(안현무역),메란지내피(L)오바록,0.0,2026-07,-27600.0,-50972.0,-74344.0,-91038.0,-103002.0,-122479.0,-143069.0,-153642.0,-174510.0,-202724.0,-218305.0,-246685.0
중국(안현무역),메란지내피(M)오바록,0.0,2026-07,-9918.0,-21306.0,-43346.0,-56938.0,-70407.0,-87672.0,-104937.0,-112284.0,-130651.0,-150487.0,-162732.0,-172038.0
중국(안현무역),메란지내피(S)오바록,0.0,2026-07,-8372.0,-15983.0,-28161.0,-41100.0,-46428.0,-59113.0,-67485.0,-79485.0,-91485.0,-103663.0,-113557.0,-121168.0
중국(안현무역),오런#200(절단방지내피)(M),30.0,2026-07,-22.0,-80.0,-175.0,-242.0,-324.0,-369.0,-462.0,-651.0,-690.0,-761.0,-847.0,-963.0
중국(안현무역),오런고탄력PU(L)검 손바닥(10P),0.0,2026-07,-17.0,-29.0,-41.0,-56.0,-71.0,-75.0,-107.0,-125.0,-130.0,-151.0,-178.0,-237.0
중국(안현무역),오런고탄력PU(L)백 손바닥(10P),0.0,2026-07,-31.0,-62.0,-91.0,-120.0,-170.0,-200.0,-250.0,-279.0,-316.0,-345.0,-374.0,-403.0
중국(안현무역),오런고탄력PU(L)회 손바닥(10P),0.0,2026-07,-101.0,-168.0,-238.0,-303.0,-361.0,-427.0,-478.0,-535.0,-586.0,-637.0,-672.0,-733.0
중국(안현무역),오런고탄력PU(M)검 손바닥(10P),0.0,2026-07,-24.0,-62.0,-86.0,-118.0,-130.0,-176.0,-196.0,-252.0,-286.0,-299.0,-323.0,-356.0
중국(안현무역),오런고탄력PU(M)회 손바닥(10P),0.0,2026-07,-78.0,-113.0,-136.0,-183.0,-264.0,-316.0,-363.0,-394.0,-462.0,-515.0,-573.0,-658.0
중국(안현무역),오런고탄력PU(S)검 손바닥(10P),0.0,2026-07,-31.0,-52.0,-81.0,-105.0,-132.0,-159.0,-189.0,-218.0,-237.0,-257.0,-273.0,-292.0
중국(안현무역),오런고탄력PU(S)회 손바닥(10P),-30.0,2026-07,-50.0,-66.0,-83.0,-99.0,-125.0,-136.0,-172.0,-181.0,-192.0,-213.0,-231.0,-260.0
중국(안현무역),오런고탄력PU(XL)검 손바닥(10P),0.0,2026-07,-9.0,-20.0,-33.0,-40.0,-50.0,-58.0,-76.0,-92.0,-113.0,-128.0,-138.0,-159.0
중국(안현무역),오런고탄력PU(XL)회 손바닥(10P),0.0,2026-07,-46.0,-64.0,-81.0,-101.0,-125.0,-141.0,-169.0,-189.0,-221.0,-241.0,-256.0,-285.0
중국(안현무역),오런고탄력도트(L)검,3850.0,2026-11,3167.0,2359.0,1573.0,794.0,-411.0,-1174.0,-2217.0,-2685.0,-3207.0,-4030.0,-5223.0,-6721.0
중국(안현무역),오런고탄력도트(L)백,2150.0,2026-09,538.0,185.0,-693.0,-1288.0,-1564.0,-2456.0,-3363.0,-4946.0,-5499.0,-6526.0,-7332.0,-8675.0
중국(안현무역),오런고탄력도트(L)회,3640.0,2026-09,2301.0,1320.0,-251.0,-1580.0,-2858.0,-3792.0,-5065.0,-6090.0,-6961.0,-7949.0,-9241.0,-10266.0
중국(안현무역),오런고탄력도트(M)검,5645.0,2027-01,5136.0,4118.0,2753.0,2340.0,1554.0,918.0,-252.0,-730.0,-1476.0,-3206.0,-4741.0,-5938.0
중국(안현무역),오런고탄력도트(M)백,4750.0,2026-10,3336.0,1404.0,119.0,-569.0,-1340.0,-2743.0,-4547.0,-6630.0,-8098.0,-11732.0,-12699.0,-13737.0
중국(안현무역),오런고탄력도트(M)회,4150.0,2026-09,3033.0,1901.0,-221.0,-1774.0,-3395.0,-4904.0,-6336.0,-7913.0,-9108.0,-10857.0,-12474.0,-13549.0
중국(안현무역),오런고탄력도트(S)검,3530.0,2027-02,3360.0,2495.0,2149.0,2003.0,1419.0,665.0,320.0,-35.0,-363.0,-1239.0,-2204.0,-2707.0
중국(안현무역),오런고탄력도트(S)백,2440.0,2026-09,1574.0,791.0,-65.0,-600.0,-1306.0,-2311.0,-3216.0,-3786.0,-4227.0,-5480.0,-6094.0,-7084.0
중국(안현무역),오런고탄력도트(S)회,2950.0,2026-10,2341.0,1999.0,457.0,-508.0,-1487.0,-2358.0,-2921.0,-3870.0,-4530.0,-5256.0,-6074.0,-6752.0
중국(안현무역),오런고탄력블루(L)long(U),1800.0,2026-11,1343.0,776.0,346.0,63.0,-159.0,-202.0,-404.0,-603.0,-769.0,-1213.0,-1865.0,-2444.0
중국(안현무역),오런고탄력블루(M)long(U),1440.0,2026-09,705.0,249.0,-58.0,-596.0,-722.0,-834.0,-1116.0,-1332.0,-1668.0,-2591.0,-3751.0,-4714.0
중국(안현무역),오런고탄력블루(S)long(U),1440.0,2026-09,917.0,476.0,-13.0,-422.0,-760.0,-944.0,-1919.0,-2349.0,-2869.0,-3820.0,-4781.0,-6097.0
중국(안현무역),오런고탄력블루1P(L)(U),5280.0,2026-10,3433.0,2372.0,477.0,-1631.0,-2988.0,-3882.0,-4839.0,-5722.0,-6417.0,-7857.0,-10335.0,-12369.0
중국(안현무역),오런멀티1P(L)검,30570.0,2026-10,23072.0,15754.0,8117.0,-33.0,-10002.0,-20563.0,-25023.0,-29419.0,-37860.0,-44467.0,-54554.0,-62197.0
중국(안현무역),오런멀티1P(L)회,14045.0,2026-11,11049.0,7952.0,4961.0,1440.0,-2455.0,-5674.0,-8119.0,-10713.0,-13873.0,-17527.0,-21000.0,-24511.0
중국(안현무역),오런멀티1P(M)검,24840.0,2026-11,19808.0,15487.0,10452.0,3961.0,-1844.0,-8640.0,-13599.0,-18156.0,-23017.0,-28468.0,-34908.0,-40865.0
중국(안현무역),오런멀티1P(M)회,11275.0,2027-02,9706.0,8387.0,6841.0,5007.0,3042.0,2145.0,536.0,-596.0,-2090.0,-3581.0,-5797.0,-7127.0
중국(안현무역),오런멀티1P(S)검,16077.0,2026-12,13359.0,10799.0,7839.0,4449.0,647.0,-2851.0,-5350.0,-7678.0,-10345.0,-13157.0,-16143.0,-19386.0
중국(안현무역),오런멀티5P(L)검,3261.0,2027-01,2750.0,2360.0,1979.0,1470.0,857.0,369.0,-47.0,-380.0,-721.0,-1341.0,-1744.0,-2180.0
중국(안현무역),오런멀티5P(M)검,2752.0,2026-11,2086.0,1459.0,840.0,35.0,-705.0,-1289.0,-1782.0,-2339.0,-2747.0,-3691.0,-4273.0,-4809.0
중국(안현무역),오런멀티5P(M)회,2474.0,2027-01,1745.0,1510.0,1033.0,736.0,511.0,188.0,-67.0,-272.0,-530.0,-754.0,-1029.0,-1265.0
중국(안현무역),오런멀티5P(S)검,1796.0,2026-10,1284.0,729.0,234.0,-213.0,-608.0,-1083.0,-1575.0,-1895.0,-2217.0,-2703.0,-3110.0,-3568.0
중국(안현무역),오런멀티5P(S)회,822.0,2026-11,658.0,477.0,289.0,98.0,-73.0,-190.0,-422.0,-525.0,-663.0,-786.0,-1061.0,-1204.0
