상품명,년월,수량
대광기누(M)살(10P),2025-11-01,16.0
대광기누(M)살(10P),2025-12-01,51.0
대광기누(M)살(10P),2026-01-01,21.0
대광기누(M)살(10P),2026-02-01,10.0
대광기누(M)살(10P),2026-03-01,36.0
대광기누(M)살(10P),2026-04-01,6.0
대광기누(M)살(10P),2026-05-01,13.0
대광기누(M)살(10P),2026-06-01,13.0
대광기누(M)청(10P)(3-2M),2023-01-01,450.0
대광기누(M)청(10P)(3-2M),2023-02-01,590.0
대광기누(M)청(10P)(3-2M),2023-03-01,320.0
대광기누(M)청(10P)(3-2M),2023-04-01,722.0
대광기누(M)청(10P)(3-2M),2023-05-01,280.0
대광기누(M)청(10P)(3-2M),2023-06-01,881.0
대광기누(M)청(10P)(3-2M),2023-07-01,220.0
대광기누(M)청(10P)(3-2M),2023-08-01,500.0
대광기누(M)청(10P)(3-2M),2023-09-01,320.0
대광기누(M)청(10P)(3-2M),2023-10-01,430.0
대광기누(M)청(10P)(3-2M),2023-11-01,370.0
대광기누(M)청(10P)(3-2M),2023-12-01,490.0
대광기누(M)청(10P)(3-2M),2024-01-01,411.0
대광기누(M)청(10P)(3-2M),2024-02-01,200.0
대광기누(M)청(10P)(3-2M),2024-03-01,510.0
대광기누(M)청(10P)(3-2M),2024-04-01,560.0
대광기누(M)청(10P)(3-2M),2024-05-01,90.0
대광기누(M)청(10P)(3-2M),2024-06-01,720.0
대광기누(M)청(10P)(3-2M),2024-07-01,425.0
대광기누(M)청(10P)(3-2M),2024-08-01,360.0
대광기누(M)청(10P)(3-2M),2024-09-01,280.0
대광기누(M)청(10P)(3-2M),2024-10-01,222.0
대광기누(M)청(10P)(3-2M),2024-11-01,667.0
대광기누(M)청(10P)(3-2M),2024-12-01,295.0
대광기누(M)청(10P)(3-2M),2025-01-01,384.0
대광기누(M)청(10P)(3-2M),2025-02-01,234.0
대광기누(M)청(10P)(3-2M),2025-03-01,484.0
대광기누(M)청(10P)(3-2M),2025-04-01,420.0
대광기누(M)청(10P)(3-2M),2025-05-01,112.0
대광기누(M)청(10P)(3-2M),2025-06-01,574.0
대광기누(M)청(10P)(3-2M),2025-07-01,322.0
대광기누(M)청(10P)(3-2M),2025-08-01,25.0
대광기누(M)청(10P)(3-2M),2025-09-01,271.0
대광기누(M)청(10P)(3-2M),2025-10-01,348.0
대광기누(M)청(10P)(3-2M),2025-11-01,375.0
대광기누(M)청(10P)(3-2M),2025-12-01,117.0
대광기누(M)청(10P)(3-2M),2026-01-01,172.0
대광기누(M)청(10P)(3-2M),2026-02-01,176.0
대광기누(M)청(10P)(3-2M),2026-03-01,320.0
대광기누(M)청(10P)(3-2M),2026-04-01,502.0
대광기누(M)청(10P)(3-2M),2026-05-01,121.0
대광기누(M)청(10P)(3-2M),2026-06-01,24.0
대광기누(M)커(10P),2023-01-01,20.0
대광기누(M)커(10P),2023-02-01,40.0
대광기누(M)커(10P),2023-03-01,40.0
대광기누(M)커(10P),2023-04-01,50.0
대광기누(M)커(10P),2023-05-01,40.0
대광기누(M)커(10P),2023-06-01,30.0
대광기누(M)커(10P),2023-07-01,10.0
대광기누(M)커(10P),2023-08-01,40.0
대광기누(M)커(10P),2023-09-01,20.0
대광기누(M)커(10P),2023-10-01,30.0
대광기누(M)커(10P),2023-11-01,20.0
대광기누(M)커(10P),2023-12-01,60.0
대광기누(M)커(10P),2024-01-01,0.0
대광기누(M)커(10P),2024-02-01,10.0
대광기누(M)커(10P),2024-03-01,50.0
대광기누(M)커(10P),2024-04-01,20.0
대광기누(M)커(10P),2024-05-01,10.0
대광기누(M)커(10P),2024-06-01,10.0
대광기누(M)커(10P),2024-07-01,0.0
대광기누(M)커(10P),2024-08-01,10.0
대광기누(M)커(10P),2024-09-01,11.0
대광기누(M)커(10P),2024-10-01,21.0
대광기누(M)커(10P),2024-11-01,34.0
대광기누(M)커(10P),2024-12-01,91.0
대광기누(M)커(10P),2025-01-01,6.0
대광기누(M)커(10P),2025-02-01,19.0
대광기누(M)커(10P),2025-03-01,24.0
대광기누(M)커(10P),2025-04-01,11.0
대광기누(M)커(10P),2025-05-01,10.0
대광기누(M)커(10P),2025-06-01,14.0
대광기누(M)커(10P),2025-07-01,3.0
대광기누(M)커(10P),2025-08-01,5.0
대광기누(M)커(10P),2025-09-01,31.0
대광기누(M)커(10P),2025-10-01,25.0
대광기누(M)커(10P),2025-11-01,40.0
대광기누(M)커(10P),2025-12-01,2.0
대광기누(M)커(10P),2026-01-01,11.0
대광기누(M)커(10P),2026-02-01,1.0
대광기누(M)커(10P),2026-03-01,10.0
대광기누(M)커(10P),2026-04-01,6.0
대광기누(M)커(10P),2026-05-01,1.0
대광기누(M)커(10P),2026-06-01,5.0
대광기누(M)홍(10P)(3-3M),2023-02-01,80.0
대광기누(M)홍(10P)(3-3M),2023-03-01,60.0
대광기누(M)홍(10P)(3-3M),2023-04-01,110.0
대광기누(M)홍(10P)(3-3M),2023-05-01,20.0
대광기누(M)홍(10P)(3-3M),2023-06-01,50.0
대광기누(M)홍(10P)(3-3M),2023-07-01,10.0
대광기누(M)홍(10P)(3-3M),2023-08-01,50.0
대광기누(M)홍(10P)(3-3M),2023-09-01,20.0
대광기누(M)홍(10P)(3-3M),2023-10-01,10.0
대광기누(M)홍(10P)(3-3M),2023-11-01,30.0
대광기누(M)홍(10P)(3-3M),2023-12-01,60.0
대광기누(M)홍(10P)(3-3M),2024-01-01,110.0
대광기누(M)홍(10P)(3-3M),2024-02-01,10.0
대광기누(M)홍(10P)(3-3M),2024-03-01,50.0
대광기누(M)홍(10P)(3-3M),2024-04-01,40.0
대광기누(M)홍(10P)(3-3M),2024-05-01,30.0
대광기누(M)홍(10P)(3-3M),2024-06-01,10.0
대광기누(M)홍(10P)(3-3M),2024-07-01,10.0
대광기누(M)홍(10P)(3-3M),2024-08-01,10.0
대광기누(M)홍(10P)(3-3M),2024-09-01,20.0
대광기누(M)홍(10P)(3-3M),2024-10-01,21.0
대광기누(M)홍(10P)(3-3M),2024-11-01,121.0
대광기누(M)홍(10P)(3-3M),2024-12-01,40.0
대광기누(M)홍(10P)(3-3M),2025-01-01,4.0
대광기누(M)홍(10P)(3-3M),2025-02-01,89.0
대광기누(M)홍(10P)(3-3M),2025-03-01,53.0
대광기누(M)홍(10P)(3-3M),2025-04-01,35.0
대광기누(M)홍(10P)(3-3M),2025-05-01,36.0
대광기누(M)홍(10P)(3-3M),2025-06-01,11.0
대광기누(M)홍(10P)(3-3M),2025-07-01,14.0
대광기누(M)홍(10P)(3-3M),2025-08-01,3.0
대광기누(M)홍(10P)(3-3M),2025-09-01,17.0
대광기누(M)홍(10P)(3-3M),2025-10-01,32.0
대광기누(M)홍(10P)(3-3M),2025-11-01,31.0
대광기누(M)홍(10P)(3-3M),2025-12-01,140.0
대광기누(M)홍(10P)(3-3M),2026-01-01,11.0
대광기누(M)홍(10P)(3-3M),2026-02-01,26.0
대광기누(M)홍(10P)(3-3M),2026-03-01,30.0
대광기누(M)홍(10P)(3-3M),2026-04-01,1.0
대광기누(M)홍(10P)(3-3M),2026-05-01,21.0
대광기누(M)홍(10P)(3-3M),2026-06-01,132.0
대광기누(청)상L(10P),2023-04-01,150.0
대광기누(청)상L(10P),2023-05-01,0.0
대광기누(청)상L(10P),2023-06-01,100.0
대광기누(청)상L(10P),2023-07-01,0.0
대광기누(청)상L(10P),2023-08-01,0.0
대광기누(청)상L(10P),2023-09-01,0.0
대광기누(청)상L(10P),2023-10-01,0.0
대광기누(청)상L(10P),2023-11-01,0.0
대광기누(청)상L(10P),2023-12-01,100.0
대광기누(청)상L(10P),2024-01-01,100.0
대광기누(청)상L(10P),2024-02-01,0.0
대광기누(청)상L(10P),2024-03-01,0.0
대광기누(청)상L(10P),2024-04-01,0.0
대광기누(청)상L(10P),2024-05-01,100.0
대광기누(청)상L(10P),2024-06-01,0.0
대광기누(청)상L(10P),2024-07-01,80.0
대광기누(청)상L(10P),2024-08-01,0.0
대광기누(청)상L(10P),2024-09-01,0.0
대광기누(청)상L(10P),2024-10-01,100.0
대광기누(청)상L(10P),2024-11-01,0.0
대광기누(청)상L(10P),2024-12-01,0.0
대광기누(청)상L(10P),2025-01-01,0.0
대광기누(청)상L(10P),2025-02-01,100.0
대광기누(청)상L(10P),2025-03-01,0.0
대광기누(청)상L(10P),2025-04-01,0.0
대광기누(청)상L(10P),2025-05-01,50.0
대광기누(청)상L(10P),2025-06-01,0.0
대광기누(청)상L(10P),2025-07-01,100.0
대광기누(청)상L(10P),2025-08-01,0.0
대광기누(청)상L(10P),2025-09-01,0.0
대광기누(청)상L(10P),2025-10-01,50.0
대광기누(청)상L(10P),2025-11-01,200.0
대광기누(청)상L(10P),2025-12-01,-150.0
대광기누(청)상L(10P),2026-01-01,0.0
대광기누(청)상L(10P),2026-02-01,50.0
대광기누(청)상L(10P),2026-03-01,100.0
대광기누(청)상L(10P),2026-04-01,0.0
대광기누(청)상L(10P),2026-05-01,0.0
대광기누(청)상L(10P),2026-06-01,0.0
대광기누(청)상M(10P),2023-02-01,20.0
대광기누(청)상M(10P),2023-03-01,0.0
대광기누(청)상M(10P),2023-04-01,100.0
대광기누(청)상M(10P),2023-05-01,0.0
대광기누(청)상M(10P),2023-06-01,0.0
대광기누(청)상M(10P),2023-07-01,0.0
대광기누(청)상M(10P),2023-08-01,50.0
대광기누(청)상M(10P),2023-09-01,50.0
대광기누(청)상M(10P),2023-10-01,0.0
대광기누(청)상M(10P),2023-11-01,100.0
대광기누(청)상M(10P),2023-12-01,0.0
대광기누(청)상M(10P),2024-01-01,0.0
대광기누(청)상M(10P),2024-02-01,0.0
대광기누(청)상M(10P),2024-03-01,0.0
대광기누(청)상M(10P),2024-04-01,20.0
대광기누(청)상M(10P),2024-05-01,0.0
대광기누(청)상M(10P),2024-06-01,0.0
대광기누(청)상M(10P),2024-07-01,0.0
대광기누(청)상M(10P),2024-08-01,0.0
대광기누(청)상M(10P),2024-09-01,0.0
대광기누(청)상M(10P),2024-10-01,0.0
대광기누(청)상M(10P),2024-11-01,0.0
대광기누(청)상M(10P),2024-12-01,50.0
대광기누(청)상M(10P),2025-01-01,0.0
대광기누(청)상M(10P),2025-02-01,0.0
대광기누(청)상M(10P),2025-03-01,0.0
대광기누(청)상M(10P),2025-04-01,20.0
대광기누(청)상M(10P),2025-05-01,50.0
대광기누(청)상M(10P),2025-06-01,0.0
대광기누(청)상M(10P),2025-07-01,0.0
대광기누(청)상M(10P),2025-08-01,0.0
대광기누(청)상M(10P),2025-09-01,20.0
대광기누(청)상M(10P),2025-10-01,50.0
대광기누(청)상M(10P),2025-11-01,0.0
대광기누(청)상M(10P),2025-12-01,0.0
대광기누(청)상M(10P),2026-01-01,0.0
대광기누(청)상M(10P),2026-02-01,50.0
대광기누(청)상M(10P),2026-03-01,0.0
대광기누(청)상M(10P),2026-04-01,0.0
대광기누(청)상M(10P),2026-05-01,0.0
대광기누(청)상M(10P),2026-06-01,20.0
대광기모고무장갑,2023-01-01,4546.0
대광기모고무장갑,2023-02-01,1466.0
대광기모고무장갑,2023-03-01,-772.0
대광기모고무장갑,2023-04-01,950.0
대광기모고무장갑,2023-05-01,500.0
대광기모고무장갑,2023-06-01,650.0
대광기모고무장갑,2023-07-01,-872.0
대광기모고무장갑,2023-08-01,1104.0
대광기모고무장갑,2023-09-01,6760.0
대광기모고무장갑,2023-10-01,22490.0
대광기모고무장갑,2023-11-01,46120.0
대광기모고무장갑,2023-12-01,11680.0
대광기모고무장갑,2024-01-01,3557.0
대광기모고무장갑,2024-02-01,2395.0
대광기모고무장갑,2024-03-01,1050.0
대광기모고무장갑,2024-04-01,1260.0
대광기모고무장갑,2024-05-01,456.0
대광기모고무장갑,2024-06-01,430.0
대광기모고무장갑,2024-07-01,330.0
대광기모고무장갑,2024-08-01,709.0
대광기모고무장갑,2024-09-01,2480.0
대광기모고무장갑,2024-10-01,23313.0
대광기모고무장갑,2024-11-01,33764.0
대광기모고무장갑,2024-12-01,12724.0
대광기모고무장갑,2025-01-01,3676.0
대광기모고무장갑,2025-02-01,2430.0
대광기모고무장갑,2025-03-01,1142.0
대광기모고무장갑,2025-04-01,750.0
대광기모고무장갑,2025-05-01,640.0
대광기모고무장갑,2025-06-01,912.0
대광기모고무장갑,2025-07-01,617.0
대광기모고무장갑,2025-08-01,630.0
대광기모고무장갑,2025-09-01,1330.0
대광기모고무장갑,2025-10-01,10330.0
대광기모고무장갑,2025-11-01,40643.0
대광기모고무장갑,2025-12-01,13649.0
대광기모고무장갑,2026-01-01,2053.0
대광기모고무장갑,2026-02-01,1325.0
대광기모고무장갑,2026-03-01,1248.0
대광기모고무장갑,2026-04-01,547.0
대광기모고무장갑,2026-05-01,1581.0
대광기모고무장갑,2026-06-01,1369.0
대광노랑반코팅(10P),2023-01-01,450.0
대광노랑반코팅(10P),2023-02-01,651.0
대광노랑반코팅(10P),2023-03-01,540.0
대광노랑반코팅(10P),2023-04-01,370.0
대광노랑반코팅(10P),2023-05-01,1241.0
대광노랑반코팅(10P),2023-06-01,60.0
대광노랑반코팅(10P),2023-07-01,405.0
대광노랑반코팅(10P),2023-08-01,323.0
대광노랑반코팅(10P),2023-09-01,831.0
대광노랑반코팅(10P),2023-10-01,1385.0
대광노랑반코팅(10P),2023-11-01,540.0
대광노랑반코팅(10P),2023-12-01,1620.0
대광노랑반코팅(10P),2024-01-01,255.0
대광노랑반코팅(10P),2024-02-01,234.0
대광노랑반코팅(10P),2024-03-01,324.0
대광노랑반코팅(10P),2024-04-01,684.0
대광노랑반코팅(10P),2024-05-01,810.0
대광노랑반코팅(10P),2024-06-01,200.0
대광노랑반코팅(10P),2024-07-01,690.0
대광노랑반코팅(10P),2024-08-01,545.0
대광노랑반코팅(10P),2024-09-01,605.0
대광노랑반코팅(10P),2024-10-01,906.0
대광노랑반코팅(10P),2024-11-01,642.0
대광노랑반코팅(10P),2024-12-01,10.0
대광노랑반코팅(10P),2025-01-01,35.0
대광노랑반코팅(10P),2025-02-01,3.0
대광노랑반코팅(10P),2025-03-01,140.0
대광노랑반코팅(10P),2025-04-01,126.0
대광노랑반코팅(10P),2025-05-01,93.0
대광노랑반코팅(10P),2025-06-01,40.0
대광노랑반코팅(10P),2025-07-01,60.0
대광노랑반코팅(10P),2025-08-01,213.0
대광노랑반코팅(10P),2025-09-01,37.0
대광노랑반코팅(10P),2025-10-01,105.0
대광노랑반코팅(10P),2025-11-01,126.0
대광노랑반코팅(10P),2025-12-01,151.0
대광노랑반코팅(10P),2026-01-01,63.0
대광노랑반코팅(10P),2026-02-01,13.0
대광노랑반코팅(10P),2026-03-01,101.0
대광노랑반코팅(10P),2026-04-01,53.0
대광노랑반코팅(10P),2026-05-01,109.0
대광노랑반코팅(10P),2026-06-01,112.0
대광노랑반코팅(10P)(A),2023-01-01,3106.0
대광노랑반코팅(10P)(A),2023-02-01,10609.0
대광노랑반코팅(10P)(A),2023-03-01,6749.0
대광노랑반코팅(10P)(A),2023-04-01,9105.0
대광노랑반코팅(10P)(A),2023-05-01,8865.0
대광노랑반코팅(10P)(A),2023-06-01,10905.0
대광노랑반코팅(10P)(A),2023-07-01,6220.0
대광노랑반코팅(10P)(A),2023-08-01,8804.0
대광노랑반코팅(10P)(A),2023-09-01,7436.0
대광노랑반코팅(10P)(A),2023-10-01,2435.0
대광노랑반코팅(10P)(A),2023-11-01,3564.0
대광노랑반코팅(10P)(A),2023-12-01,4153.0
대광노랑반코팅(10P)(A),2024-01-01,7123.0
대광노랑반코팅(10P)(A),2024-02-01,3980.0
대광노랑반코팅(10P)(A),2024-03-01,3845.0
대광노랑반코팅(10P)(A),2024-04-01,4036.0
대광노랑반코팅(10P)(A),2024-05-01,4908.0
대광노랑반코팅(10P)(A),2024-06-01,4651.0
대광노랑반코팅(10P)(A),2024-07-01,7648.0
대광노랑반코팅(10P)(A),2024-08-01,3595.0
대광노랑반코팅(10P)(A),2024-09-01,3930.0
대광노랑반코팅(10P)(A),2024-10-01,5470.0
대광노랑반코팅(10P)(A),2024-11-01,4395.0
대광노랑반코팅(10P)(A),2024-12-01,4815.0
대광노랑반코팅(10P)(A),2025-01-01,3265.0
대광노랑반코팅(10P)(A),2025-02-01,3365.0
대광노랑반코팅(10P)(A),2025-03-01,3670.0
대광노랑반코팅(10P)(A),2025-04-01,4350.0
대광노랑반코팅(10P)(A),2025-05-01,3255.0
대광노랑반코팅(10P)(A),2025-06-01,5855.0
대광노랑반코팅(10P)(A),2025-07-01,2715.0
대광노랑반코팅(10P)(A),2025-08-01,4125.0
대광노랑반코팅(10P)(A),2025-09-01,3420.0
대광노랑반코팅(10P)(A),2025-10-01,3795.0
대광노랑반코팅(10P)(A),2025-11-01,3645.0
대광노랑반코팅(10P)(A),2025-12-01,7822.0
대광노랑반코팅(10P)(A),2026-01-01,3891.0
대광노랑반코팅(10P)(A),2026-02-01,2485.0
대광노랑반코팅(10P)(A),2026-03-01,5565.0
대광노랑반코팅(10P)(A),2026-04-01,5500.0
대광노랑반코팅(10P)(A),2026-05-01,1645.0
대광노랑반코팅(10P)(A),2026-06-01,3976.0
대광노랑반코팅(10P)(J)(A),2023-10-01,3830.0
대광노랑반코팅(10P)(J)(A),2023-11-01,4420.0
대광노랑반코팅(10P)(J)(A),2023-12-01,860.0
대광노랑반코팅(10P)(J)(A),2024-01-01,700.0
대광노랑반코팅(10P)(J)(A),2024-02-01,330.0
대광노랑반코팅(10P)(J)(A),2024-03-01,2830.0
대광노랑반코팅(10P)(J)(A),2024-04-01,8590.0
대광노랑반코팅(10P)(J)(A),2024-05-01,3270.0
대광노랑반코팅(10P)(J)(A),2024-06-01,2100.0
대광노랑반코팅(10P)(J)(A),2024-07-01,2560.0
대광노랑반코팅(10P)(J)(A),2024-08-01,4700.0
대광노랑반코팅(10P)(J)(A),2024-09-01,3780.0
대광노랑반코팅(10P)(J)(A),2024-10-01,3430.0
대광노랑반코팅(10P)(J)(A),2024-11-01,2675.0
대광노랑반코팅(10P)(J)(A),2024-12-01,3330.0
대광노랑반코팅(10P)(J)(A),2025-01-01,3270.0
대광노랑반코팅(10P)(J)(A),2025-02-01,1560.0
대광노랑반코팅(10P)(J)(A),2025-03-01,3550.0
대광노랑반코팅(10P)(J)(A),2025-04-01,2280.0
대광노랑반코팅(10P)(J)(A),2025-05-01,3280.0
대광노랑반코팅(10P)(J)(A),2025-06-01,3240.0
대광노랑반코팅(10P)(J)(A),2025-07-01,3570.0
대광노랑반코팅(10P)(J)(A),2025-08-01,3270.0
대광노랑반코팅(10P)(J)(A),2025-09-01,4480.0
대광노랑반코팅(10P)(J)(A),2025-10-01,3905.0
대광노랑반코팅(10P)(J)(A),2025-11-01,3160.0
대광노랑반코팅(10P)(J)(A),2025-12-01,8155.0
대광노랑반코팅(10P)(J)(A),2026-01-01,1200.0
대광노랑반코팅(10P)(J)(A),2026-02-01,2550.0
대광노랑반코팅(10P)(J)(A),2026-03-01,5627.0
대광노랑반코팅(10P)(J)(A),2026-04-01,5614.0
대광노랑반코팅(10P)(J)(A),2026-05-01,444.0
대광노랑반코팅(10P)(J)(A),2026-06-01,3021.0
대광노랑반코팅(10P)(L)(A),2023-04-01,1840.0
대광노랑반코팅(10P)(L)(A),2023-05-01,850.0
대광노랑반코팅(10P)(L)(A),2023-06-01,2170.0
대광노랑반코팅(10P)(L)(A),2023-07-01,2850.0
대광노랑반코팅(10P)(L)(A),2023-08-01,3400.0
대광노랑반코팅(10P)(L)(A),2023-09-01,2880.0
대광노랑반코팅(10P)(L)(A),2023-10-01,3820.0
대광노랑반코팅(10P)(L)(A),2023-11-01,4130.0
대광노랑반코팅(10P)(L)(A),2023-12-01,4430.0
대광노랑반코팅(10P)(L)(A),2024-01-01,5170.0
대광노랑반코팅(10P)(L)(A),2024-02-01,3210.0
대광노랑반코팅(10P)(L)(A),2024-03-01,2161.0
대광노랑반코팅(10P)(L)(A),2024-04-01,1920.0
대광노랑반코팅(10P)(L)(A),2024-05-01,4592.0
대광노랑반코팅(10P)(L)(A),2024-06-01,2275.0
대광노랑반코팅(10P)(L)(A),2024-07-01,3485.0
대광노랑반코팅(10P)(L)(A),2024-08-01,3823.0
대광노랑반코팅(10P)(L)(A),2024-09-01,1355.0
대광노랑반코팅(10P)(L)(A),2024-10-01,2708.0
대광노랑반코팅(10P)(L)(A),2024-11-01,1598.0
대광노랑반코팅(10P)(L)(A),2024-12-01,1349.0
대광노랑반코팅(10P)(L)(A),2025-01-01,1245.0
대광노랑반코팅(10P)(L)(A),2025-02-01,1689.0
대광노랑반코팅(10P)(L)(A),2025-03-01,2027.0
대광노랑반코팅(10P)(L)(A),2025-04-01,3457.0
대광노랑반코팅(10P)(L)(A),2025-05-01,1581.0
대광노랑반코팅(10P)(L)(A),2025-06-01,1922.0
대광노랑반코팅(10P)(L)(A),2025-07-01,2602.0
대광노랑반코팅(10P)(L)(A),2025-08-01,1875.0
대광노랑반코팅(10P)(L)(A),2025-09-01,3919.0
대광노랑반코팅(10P)(L)(A),2025-10-01,2660.0
대광노랑반코팅(10P)(L)(A),2025-11-01,2482.0
대광노랑반코팅(10P)(L)(A),2025-12-01,2451.0
대광노랑반코팅(10P)(L)(A),2026-01-01,3688.0
대광노랑반코팅(10P)(L)(A),2026-02-01,1640.0
대광노랑반코팅(10P)(L)(A),2026-03-01,1584.0
대광노랑반코팅(10P)(L)(A),2026-04-01,4305.0
대광노랑반코팅(10P)(L)(A),2026-05-01,6155.0
대광노랑반코팅(10P)(L)(A),2026-06-01,4045.0
대광노랑반코팅(1P)(A),2023-01-01,3020.0
대광노랑반코팅(1P)(A),2023-02-01,6299.0
대광노랑반코팅(1P)(A),2023-03-01,6700.0
대광노랑반코팅(1P)(A),2023-04-01,8201.0
대광노랑반코팅(1P)(A),2023-05-01,7000.0
대광노랑반코팅(1P)(A),2023-06-01,6992.0
대광노랑반코팅(1P)(A),2023-07-01,5000.0
대광노랑반코팅(1P)(A),2023-08-01,7000.0
대광노랑반코팅(1P)(A),2023-09-01,7200.0
대광노랑반코팅(1P)(A),2023-10-01,12500.0
대광노랑반코팅(1P)(A),2023-11-01,9997.0
대광노랑반코팅(1P)(A),2023-12-01,2100.0
대광노랑반코팅(1P)(A),2024-01-01,9901.0
대광노랑반코팅(1P)(A),2024-02-01,2000.0
대광노랑반코팅(1P)(A),2024-03-01,6100.0
대광노랑반코팅(1P)(A),2024-04-01,5800.0
대광노랑반코팅(1P)(A),2024-05-01,9099.0
대광노랑반코팅(1P)(A),2024-06-01,4900.0
대광노랑반코팅(1P)(A),2024-07-01,2700.0
대광노랑반코팅(1P)(A),2024-08-01,7200.0
대광노랑반코팅(1P)(A),2024-09-01,5800.0
대광노랑반코팅(1P)(A),2024-10-01,12500.0
대광노랑반코팅(1P)(A),2024-11-01,6003.0
대광노랑반코팅(1P)(A),2024-12-01,6700.0
대광노랑반코팅(1P)(A),2025-01-01,3000.0
대광노랑반코팅(1P)(A),2025-02-01,3600.0
대광노랑반코팅(1P)(A),2025-03-01,5800.0
대광노랑반코팅(1P)(A),2025-04-01,7600.0
대광노랑반코팅(1P)(A),2025-05-01,5010.0
대광노랑반코팅(1P)(A),2025-06-01,4559.0
대광노랑반코팅(1P)(A),2025-07-01,6460.0
대광노랑반코팅(1P)(A),2025-08-01,3560.0
대광노랑반코팅(1P)(A),2025-09-01,8430.0
대광노랑반코팅(1P)(A),2025-10-01,5500.0
대광노랑반코팅(1P)(A),2025-11-01,5750.0
대광노랑반코팅(1P)(A),2025-12-01,4400.0
대광노랑반코팅(1P)(A),2026-01-01,3800.0
대광노랑반코팅(1P)(A),2026-02-01,7700.0
대광노랑반코팅(1P)(A),2026-03-01,5030.0
대광노랑반코팅(1P)(A),2026-04-01,6410.0
대광노랑반코팅(1P)(A),2026-05-01,4050.0
대광노랑반코팅(1P)(A),2026-06-01,3210.0
대광면완전코팅(오래)(A),2023-01-01,7695.0
대광면완전코팅(오래)(A),2023-02-01,6015.0
대광면완전코팅(오래)(A),2023-03-01,10960.0
대광면완전코팅(오래)(A),2023-04-01,7945.0
대광면완전코팅(오래)(A),2023-05-01,10155.0
대광면완전코팅(오래)(A),2023-06-01,12954.0
대광면완전코팅(오래)(A),2023-07-01,8490.0
대광면완전코팅(오래)(A),2023-08-01,7950.0
대광면완전코팅(오래)(A),2023-09-01,6490.0
대광면완전코팅(오래)(A),2023-10-01,8655.0
대광면완전코팅(오래)(A),2023-11-01,8750.0
대광면완전코팅(오래)(A),2023-12-01,5640.0
대광면완전코팅(오래)(A),2024-01-01,9810.0
대광면완전코팅(오래)(A),2024-02-01,10600.0
대광면완전코팅(오래)(A),2024-03-01,10250.0
대광면완전코팅(오래)(A),2024-04-01,9530.0
대광면완전코팅(오래)(A),2024-05-01,8130.0
대광면완전코팅(오래)(A),2024-06-01,11380.0
대광면완전코팅(오래)(A),2024-07-01,10470.0
대광면완전코팅(오래)(A),2024-08-01,6960.0
대광면완전코팅(오래)(A),2024-09-01,7120.0
대광면완전코팅(오래)(A),2024-10-01,13470.0
대광면완전코팅(오래)(A),2024-11-01,10550.0
대광면완전코팅(오래)(A),2024-12-01,12550.0
대광면완전코팅(오래)(A),2025-01-01,11560.0
대광면완전코팅(오래)(A),2025-02-01,8252.0
대광면완전코팅(오래)(A),2025-03-01,7970.0
대광면완전코팅(오래)(A),2025-04-01,12490.0
대광면완전코팅(오래)(A),2025-05-01,10270.0
대광면완전코팅(오래)(A),2025-06-01,12492.0
대광면완전코팅(오래)(A),2025-07-01,11560.0
대광면완전코팅(오래)(A),2025-08-01,6660.0
대광면완전코팅(오래)(A),2025-09-01,14250.0
대광면완전코팅(오래)(A),2025-10-01,15400.0
대광면완전코팅(오래)(A),2025-11-01,14060.0
대광면완전코팅(오래)(A),2025-12-01,8620.0
대광면완전코팅(오래)(A),2026-01-01,11610.0
대광면완전코팅(오래)(A),2026-02-01,5990.0
대광면완전코팅(오래)(A),2026-03-01,13109.0
대광면완전코팅(오래)(A),2026-04-01,14370.0
대광면완전코팅(오래)(A),2026-05-01,6367.0
대광면완전코팅(오래)(A),2026-06-01,9210.0
대광반코팅(10P)10G,2023-01-01,10474.0
대광반코팅(10P)10G,2023-02-01,7428.0
대광반코팅(10P)10G,2023-03-01,10674.0
대광반코팅(10P)10G,2023-04-01,12126.0
대광반코팅(10P)10G,2023-05-01,14534.0
대광반코팅(10P)10G,2023-06-01,12488.0
대광반코팅(10P)10G,2023-07-01,9813.0
대광반코팅(10P)10G,2023-08-01,12622.0
대광반코팅(10P)10G,2023-09-01,14500.0
대광반코팅(10P)10G,2023-10-01,14085.0
대광반코팅(10P)10G,2023-11-01,16946.0
대광반코팅(10P)10G,2023-12-01,11863.0
대광반코팅(10P)10G,2024-01-01,7064.0
대광반코팅(10P)10G,2024-02-01,6819.0
대광반코팅(10P)10G,2024-03-01,16939.0
대광반코팅(10P)10G,2024-04-01,7443.0
대광반코팅(10P)10G,2024-05-01,12172.0
대광반코팅(10P)10G,2024-06-01,15447.0
대광반코팅(10P)10G,2024-07-01,15856.0
대광반코팅(10P)10G,2024-08-01,12417.0
대광반코팅(10P)10G,2024-09-01,16958.0
대광반코팅(10P)10G,2024-10-01,13966.0
대광반코팅(10P)10G,2024-11-01,18753.0
대광반코팅(10P)10G,2024-12-01,12986.0
대광반코팅(10P)10G,2025-01-01,10536.0
대광반코팅(10P)10G,2025-02-01,10719.0
대광반코팅(10P)10G,2025-03-01,11041.0
대광반코팅(10P)10G,2025-04-01,14693.0
대광반코팅(10P)10G,2025-05-01,19813.0
대광반코팅(10P)10G,2025-06-01,11451.0
대광반코팅(10P)10G,2025-07-01,30409.0
대광반코팅(10P)10G,2025-08-01,23086.0
대광반코팅(10P)10G,2025-09-01,15708.0
